"Date,""MCP"",""Buy_LV_LOAD"",""Buy_PUMP_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Buy_MV_LOAD"",""Buy_HV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Imports_IT-GR"",""Buy_Exports_GR-IT"""
"2021-07-07 20:00:00,""130.18"",""46.355"",NULL,NULL,""4.254"",NULL,""10.956"",""33.55"",NULL,NULL,""3.059"",NULL,""2.822"",""6.34"",NULL,NULL,NULL,NULL"
"2021-07-07 21:00:00,""119.34"",""61.12"",NULL,NULL,""1.969"",NULL,""18.859"",""37.959"",NULL,NULL,""2.732"",NULL,""2.663"",""6.34"",NULL,NULL,NULL,NULL"
"2021-07-07 22:00:00,""110.82"",""50.254"",NULL,NULL,""0.157"",NULL,""24.414"",""22.185"",NULL,NULL,""2.556"",NULL,""2.568"",""3.8"",NULL,NULL,NULL,NULL"
"2021-07-07 23:00:00,""104.46"",""49.57"",NULL,NULL,""0.696"",NULL,""22.006"",""24.386"",NULL,NULL,""2.425"",NULL,""2.499"",""3.8"",NULL,NULL,NULL,NULL"
"2021-07-08 12:00:00,""107.05"",""5.932"",NULL,NULL,""22.889"",""15.215"",NULL,""8.371"",NULL,NULL,NULL,""2.59"",""7.825"",NULL,NULL,NULL,NULL,NULL"
"2021-07-08 13:00:00,""104.51"",""6.143"",NULL,NULL,""17.602"",""13.272"",NULL,""7.96"",NULL,NULL,NULL,""2.59"",""5.103"",NULL,NULL,NULL,NULL,NULL"
"2021-07-08 14:00:00,""107.72"",""6.848"",NULL,NULL,""17.821"",""12.758"",NULL,""7.558"",NULL,NULL,NULL,NULL,""4.353"",NULL,NULL,NULL,NULL,NULL"
"2021-07-08 15:00:00,""109.66"",""5.616"",NULL,NULL,""16.824"",""11.237"",NULL,""7.096"",NULL,NULL,NULL,NULL,""4.107"",NULL,NULL,NULL,NULL,NULL"
"2021-07-08 16:00:00,""107.99"",""4.075"",NULL,NULL,""17.938"",""10.529"",NULL,""7.557"",NULL,NULL,NULL,NULL,""3.927"",NULL,NULL,NULL,NULL,NULL"
"2021-07-08 17:00:00,""110.63"",""3.189"",NULL,NULL,""26.157"",""10.286"",NULL,""8.736"",NULL,NULL,NULL,NULL,""4.234"",""6.09"",NULL,NULL,NULL,NULL"
"2021-07-08 18:00:00,""124.54"",""2.871"",NULL,NULL,""35.259"",""19.725"",NULL,""10.641"",NULL,NULL,""8.459"",NULL,""10.133"",""6.09"",NULL,NULL,NULL,NULL"
"2021-07-08 19:00:00,""130.41"",""3.058"",NULL,NULL,""30.319"",""12.318"",NULL,""14.188"",NULL,NULL,""2.829"",NULL,""3.61"",""6.09"",NULL,NULL,NULL,NULL"
"2021-07-08 20:00:00,""125.02"",""1.631"",NULL,NULL,""29.781"",""8.83"",""2.669"",""10.561"",NULL,NULL,NULL,NULL,""3.262"",""6.09"",NULL,NULL,NULL,NULL"
"2021-07-08 21:00:00,""113"",""0.2"",NULL,NULL,""31.034"",""14.905"",NULL,""6.479"",NULL,NULL,NULL,NULL,""3.76"",""6.09"",NULL,NULL,NULL,NULL"
"2021-07-08 22:00:00,""107.05"",NULL,NULL,NULL,""26.625"",""13.588"",NULL,""10.304"",NULL,NULL,NULL,NULL,""2.733"",NULL,NULL,NULL,NULL,NULL"
"2021-07-08 23:00:00,""104.46"",NULL,NULL,NULL,""22.79"",""8.365"",NULL,""11.838"",NULL,NULL,NULL,NULL,""2.587"",NULL,NULL,NULL,NULL,NULL"
"2021-07-09 12:00:00,""104.46"",""30.617"",NULL,NULL,""7.746"",""3.927"",NULL,""34.94"",NULL,NULL,""0.504"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 13:00:00,""103.49"",""24.164"",NULL,NULL,""13.737"",""4.927"",NULL,""33.594"",NULL,NULL,""0.62"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 14:00:00,""101.28"",""22.315"",NULL,NULL,""2.224"",""3.955"",NULL,""21.238"",NULL,NULL,""0.654"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 15:00:00,""101.47"",""15.86"",NULL,NULL,""3.839"",""5.988"",NULL,""14.212"",NULL,NULL,""0.501"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 16:00:00,""101.32"",""17.819"",NULL,NULL,""6.725"",""2.349"",NULL,""22.415"",NULL,NULL,""0.22"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 17:00:00,""101.31"",""9.392"",NULL,NULL,""6.207"",""3.043"",NULL,""13.718"",NULL,NULL,""0.162"",""1"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 18:00:00,""104.56"",""10.043"",NULL,NULL,""5.172"",""2.535"",NULL,""9.036"",NULL,NULL,""0.056"",""1"",NULL,""4.7"",NULL,NULL,NULL,NULL"
"2021-07-09 19:00:00,""106.73"",""4.653"",NULL,NULL,""16.176"",""14.065"",NULL,""3.248"",NULL,NULL,""0.184"",""1"",NULL,""4.7"",NULL,NULL,NULL,NULL"
"2021-07-09 20:00:00,""101"",""2.624"",NULL,NULL,""22.351"",""23.214"",NULL,""3.04"",NULL,NULL,""0.279"",""1"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 21:00:00,""101.86"",""5.474"",NULL,NULL,""28.362"",""28.258"",NULL,""2.495"",NULL,NULL,""0.617"",""1"",NULL,""4.7"",NULL,NULL,NULL,NULL"
"2021-07-09 22:00:00,""93.58"",""2.682"",NULL,NULL,""31.128"",""31.847"",NULL,""2.606"",NULL,NULL,""0.643"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-09 23:00:00,""87.74"",NULL,NULL,NULL,""18.807"",""16.803"",NULL,""2.571"",NULL,NULL,""0.567"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-10 12:00:00,""77.86"",""5.589"",NULL,NULL,""21.834"",""6.211"",""5.817"",""8.14"",NULL,NULL,NULL,NULL,""7.255"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 13:00:00,""83.05"",""6.837"",NULL,NULL,""31.766"",""7.325"",""18.935"",""8.336"",NULL,NULL,NULL,NULL,""4.007"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 14:00:00,""83.51"",""2.865"",NULL,NULL,""52.519"",""7.198"",""40.932"",""5.55"",NULL,NULL,NULL,NULL,""1.704"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 15:00:00,""91.14"",NULL,NULL,""35.059"",""57.036"",""13.598"",""62.709"",""11.04"",NULL,NULL,NULL,NULL,""4.748"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 16:00:00,""80.15"",NULL,NULL,""120"",""55.345"",""13.986"",""78.725"",""24.018"",NULL,""55"",NULL,NULL,""3.616"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 17:00:00,""85.46"",NULL,NULL,""190"",""57.339"",""15.123"",""211.093"",""17.612"",NULL,NULL,NULL,NULL,""3.511"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 18:00:00,""87.62"",NULL,NULL,""205"",""61.273"",""15.99"",""230.097"",""16.774"",NULL,NULL,NULL,NULL,""3.412"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 19:00:00,""92.07"",""0.323"",NULL,""120"",""42.52"",""13.623"",""135.517"",""10.48"",NULL,NULL,NULL,NULL,""3.223"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 20:00:00,""94.02"",NULL,NULL,""171"",""31.002"",""16.639"",""174.685"",""9.405"",NULL,NULL,NULL,NULL,""1.273"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 21:00:00,""95.93"",NULL,NULL,""60"",""35.487"",""18.447"",""65.025"",""10.82"",NULL,NULL,NULL,NULL,""1.195"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 22:00:00,""96.73"",NULL,NULL,""60"",""37.126"",""16.828"",""65.55"",""9"",NULL,NULL,NULL,NULL,""5.748"",NULL,NULL,NULL,NULL,NULL"
"2021-07-10 23:00:00,""93.55"",NULL,NULL,""101.075"",""48.387"",""15.112"",""117.75"",""14.037"",NULL,NULL,NULL,NULL,""2.563"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 12:00:00,""76.4"",NULL,NULL,NULL,""23.727"",""10.722"",NULL,""13.011"",NULL,NULL,""2.124"",NULL,""2.118"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 13:00:00,""72.21"",NULL,NULL,NULL,""22.09"",""9.692"",NULL,""13.029"",NULL,NULL,""3.124"",NULL,""2.493"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 14:00:00,""76.17"",NULL,NULL,NULL,""26.841"",""10.428"",NULL,""13.967"",NULL,NULL,NULL,NULL,""2.446"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 15:00:00,""77.83"",""0.991"",NULL,NULL,""24.075"",""9.713"",NULL,""12.844"",NULL,NULL,NULL,NULL,""2.509"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 16:00:00,""77.83"",""0.389"",NULL,NULL,""25.901"",""9.249"",NULL,""14.547"",NULL,NULL,NULL,NULL,""2.494"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 17:00:00,""74.09"",""0.064"",NULL,NULL,""25.971"",""4.575"",NULL,""17.479"",NULL,NULL,NULL,NULL,""3.981"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 18:00:00,""72.64"",NULL,NULL,NULL,""10.687"",""7.239"",NULL,""1.095"",NULL,NULL,NULL,NULL,""2.353"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 19:00:00,""82.81"",NULL,NULL,NULL,""11.754"",""7.715"",NULL,""1.74"",NULL,NULL,NULL,NULL,""2.299"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 20:00:00,""92.88"",NULL,NULL,NULL,""13.531"",""9.662"",NULL,""1.7"",NULL,NULL,NULL,NULL,""2.169"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 21:00:00,""89.93"",NULL,NULL,NULL,""11.913"",""8.666"",NULL,""1.015"",NULL,NULL,NULL,NULL,""2.232"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 22:00:00,""89.13"",NULL,NULL,NULL,""10.196"",""7.988"",NULL,NULL,NULL,NULL,NULL,NULL,""2.208"",NULL,NULL,NULL,NULL,NULL"
"2021-07-11 23:00:00,""96.44"",""6.944"",NULL,NULL,""6.666"",""0.62"",""2.121"",""4.8"",NULL,NULL,NULL,NULL,""6.069"",NULL,NULL,NULL,NULL,NULL"
"2021-07-12 12:00:00,""96.92"",""19.61"",NULL,NULL,""4.913"",NULL,""19.412"",""5.197"",NULL,NULL,""0.086"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 13:00:00,""96.39"",""16.028"",NULL,NULL,""4.638"",NULL,""14.83"",""5.923"",NULL,NULL,""0.087"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 14:00:00,""95.89"",""13.926"",NULL,NULL,""2.024"",""1.863"",""9.174"",""5"",NULL,NULL,""0.087"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 15:00:00,""97.64"",""25.193"",NULL,NULL,""3.116"",NULL,""23.396"",""5"",NULL,NULL,""0.087"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 16:00:00,""98.28"",""24.78"",NULL,NULL,""7.596"",NULL,""29.461"",""3"",NULL,NULL,""0.085"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 17:00:00,""99.71"",""24.867"",NULL,NULL,""17.907"",NULL,""38.856"",NULL,NULL,NULL,""0.082"",NULL,NULL,""4"",NULL,NULL,NULL,NULL"
"2021-07-12 18:00:00,""105.94"",""27.329"",NULL,NULL,""18.675"",NULL,""42.084"",NULL,NULL,NULL,""0.08"",NULL,NULL,""4"",NULL,NULL,NULL,NULL"
"2021-07-12 19:00:00,""105.94"",""26.428"",NULL,NULL,""12.209"",NULL,""34.695"",NULL,NULL,NULL,""0.058"",NULL,NULL,""4"",NULL,NULL,NULL,NULL"
"2021-07-12 20:00:00,""105.94"",""23.764"",NULL,NULL,""14.169"",NULL,""33.97"",NULL,NULL,NULL,""0.037"",NULL,NULL,""4"",NULL,NULL,NULL,NULL"
"2021-07-12 21:00:00,""105.94"",""24.089"",NULL,NULL,""24.114"",NULL,""44.227"",NULL,NULL,NULL,""0.024"",NULL,NULL,""4"",NULL,NULL,NULL,NULL"
"2021-07-12 22:00:00,""104.46"",""26.443"",NULL,NULL,""10.482"",NULL,""34.036"",""2.91"",NULL,NULL,""0.021"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-12 23:00:00,""99.92"",""40.797"",NULL,NULL,""22.36"",NULL,""61.023"",""2.155"",NULL,NULL,""0.021"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-13 12:00:00,""105.24"",""36.57"",NULL,NULL,""0.868"",""2.05"",NULL,""39.834"",NULL,NULL,NULL,""5.19"",""0.744"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 13:00:00,""105.24"",""40.481"",NULL,NULL,""1.061"",""2.07"",NULL,""43.891"",NULL,NULL,NULL,""5.19"",""0.771"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 14:00:00,""105.26"",""42.86"",NULL,NULL,""1.63"",""2.05"",NULL,""46.938"",NULL,NULL,NULL,""5.19"",""0.692"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 15:00:00,""108.34"",""43.427"",NULL,NULL,""0.342"",""2"",NULL,""46.203"",NULL,NULL,NULL,""5.19"",""0.756"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 16:00:00,""110.5"",""42.266"",NULL,NULL,NULL,""1.98"",NULL,""44.966"",NULL,NULL,NULL,""5.19"",""0.51"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 17:00:00,""108.52"",""31.96"",NULL,NULL,NULL,""1.95"",NULL,""36.807"",NULL,NULL,NULL,""7.19"",""0.393"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 18:00:00,""131.71"",""29.955"",NULL,NULL,NULL,""1.89"",NULL,""34.973"",NULL,NULL,NULL,""7.19"",""0.282"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 19:00:00,""129.37"",""24.938"",NULL,NULL,""1.684"",""1.84"",NULL,""31.704"",NULL,NULL,NULL,""7.19"",""0.268"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 20:00:00,""131.1"",""33.114"",NULL,NULL,""3.148"",""1.88"",NULL,""41.145"",NULL,NULL,NULL,""7.19"",""0.427"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 21:00:00,""130.9"",""30.625"",NULL,NULL,NULL,""1.83"",NULL,""32.656"",NULL,NULL,NULL,""4.216"",""0.355"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 22:00:00,""139.61"",""26.452"",NULL,NULL,NULL,""1.69"",NULL,""24.473"",NULL,NULL,NULL,NULL,""0.289"",NULL,NULL,NULL,NULL,NULL"
"2021-07-13 23:00:00,""134.2"",""0.497"",NULL,NULL,NULL,""2.384"",NULL,""3.114"",NULL,NULL,NULL,""5.19"",""0.189"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 12:00:00,""105.08"",""38.289"",NULL,NULL,""3.903"",NULL,NULL,""50.953"",NULL,NULL,""16.299"",NULL,""7.538"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 13:00:00,""111"",""42.52"",NULL,NULL,""3.476"",NULL,NULL,""48.91"",NULL,NULL,""10.658"",NULL,""7.744"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 14:00:00,""114.07"",""39.667"",NULL,NULL,""0.5"",NULL,NULL,""36.642"",NULL,NULL,""4.069"",NULL,""7.594"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 15:00:00,""119.18"",""32.871"",NULL,NULL,NULL,NULL,NULL,""29.539"",NULL,NULL,""4.069"",NULL,""7.401"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 16:00:00,""128.15"",""30.513"",NULL,NULL,NULL,NULL,NULL,""23.468"",NULL,NULL,NULL,NULL,""7.045"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 17:00:00,""129.88"",""25.182"",NULL,NULL,NULL,NULL,""0.722"",""20.204"",NULL,NULL,NULL,""2.5"",""6.756"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 18:00:00,""124.6"",""20.281"",NULL,NULL,NULL,NULL,NULL,""16.55"",NULL,NULL,NULL,""2.5"",""6.231"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 19:00:00,""128.87"",""20.352"",NULL,NULL,NULL,NULL,NULL,""16.871"",NULL,NULL,NULL,""2.5"",""5.981"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 20:00:00,""124.52"",""17.799"",NULL,NULL,NULL,NULL,NULL,""14.552"",NULL,NULL,NULL,""2.5"",""5.747"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 21:00:00,""129.88"",""20.367"",NULL,NULL,NULL,NULL,""0.218"",""17.515"",NULL,NULL,NULL,""2.5"",""5.134"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 22:00:00,""120"",""15.669"",NULL,NULL,NULL,NULL,NULL,""13.293"",NULL,NULL,""2.411"",NULL,""4.787"",NULL,NULL,NULL,NULL,NULL"
"2021-07-14 23:00:00,""107.62"",""4.939"",NULL,NULL,""1.5"",""0.648"",NULL,""5.183"",NULL,NULL,""4.069"",NULL,""4.677"",NULL,NULL,NULL,NULL,NULL"
"2021-07-15 12:00:00,""108.88"",""13.763"",NULL,NULL,""6.525"",""7.225"",""11.1"",""4.92"",NULL,NULL,""2.957"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 13:00:00,""116.13"",""13.392"",NULL,NULL,""36.233"",""0.412"",""52.1"",NULL,NULL,NULL,""2.887"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 14:00:00,""120.24"",""16.513"",NULL,NULL,""38.312"",""2"",""55.57"",NULL,NULL,NULL,""2.745"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 15:00:00,""133.63"",""17.416"",NULL,NULL,""60.043"",NULL,""80.045"",NULL,NULL,NULL,""2.586"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 16:00:00,""129.89"",""8.066"",NULL,NULL,""44.874"",NULL,""55.416"",NULL,NULL,NULL,""2.476"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 17:00:00,""128.88"",""7.945"",NULL,""11.948"",""30.005"",""0.206"",""52.1"",NULL,NULL,NULL,""2.408"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 18:00:00,""128.87"",""9.86"",NULL,""20.751"",""19.142"",NULL,""52.1"",NULL,NULL,NULL,""2.347"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 19:00:00,""128.88"",""7.269"",NULL,""12.944"",""30.035"",""0.412"",""52.1"",NULL,NULL,NULL,""2.264"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 20:00:00,""128.89"",""7.689"",NULL,""2.749"",""39.834"",""0.207"",""52.1"",NULL,NULL,NULL,""2.035"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 21:00:00,""128.87"",""8.7"",NULL,""19.15"",""22.432"",NULL,""52.1"",NULL,NULL,NULL,""1.818"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 22:00:00,""138.13"",""8.653"",NULL,NULL,""2.964"",""0.21"",""11.1"",""2"",NULL,NULL,""1.693"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-15 23:00:00,""120.42"",""12.989"",NULL,NULL,""3.037"",NULL,NULL,""17.628"",NULL,NULL,""1.602"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-16 12:00:00,""107.77"",""1.651"",NULL,NULL,""5.874"",""1.95"",NULL,""10.126"",NULL,NULL,""0.35"",""5.73"",""1.529"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 13:00:00,""105.08"",""0.286"",NULL,NULL,""5.706"",""3.368"",NULL,""7.265"",NULL,NULL,""0.437"",""5.73"",""1.526"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 14:00:00,""104.95"",""0.201"",NULL,NULL,""1.745"",""5.092"",NULL,""6.73"",NULL,NULL,""4.482"",""6.83"",""1.436"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 15:00:00,""104.78"",""0.241"",NULL,NULL,""2.936"",""4.964"",NULL,""6.056"",NULL,NULL,""3.491"",""5.69"",""1.338"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 16:00:00,""121.61"",""1.465"",NULL,NULL,""6.976"",""2.483"",""2.333"",""8.484"",NULL,NULL,""0.468"",""5.69"",""1.299"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 17:00:00,""112.07"",""0.726"",NULL,NULL,""15.032"",""3.085"",""6.671"",""7.233"",NULL,NULL,""0.463"",""1.71"",""0.942"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 18:00:00,""140"",""0.78"",NULL,NULL,""4.981"",""4.372"",NULL,""3.039"",NULL,NULL,""0.255"",""1.71"",""0.315"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 19:00:00,""140.17"",""0.866"",NULL,NULL,""7.398"",""3.603"",NULL,""6.461"",NULL,NULL,""0.275"",""1.71"",""0.185"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 20:00:00,""134.17"",""0.269"",NULL,NULL,""32.354"",""34.603"",NULL,NULL,NULL,NULL,""0.4"",""1.71"",""0.13"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 21:00:00,""131.46"",NULL,NULL,""30"",""17.255"",""38.402"",""6.852"",""3.977"",NULL,NULL,""0.42"",""1.71"",""0.154"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 22:00:00,""126.69"",NULL,NULL,""160"",""24.514"",""57.898"",""26.671"",""11.176"",NULL,""80"",""0.378"",""1.71"",""10.857"",NULL,NULL,NULL,NULL,NULL"
"2021-07-16 23:00:00,""104.66"",NULL,NULL,""167"",""34.826"",""129.551"",NULL,""6.515"",NULL,""47"",""0.385"",""1.71"",""20.855"",NULL,NULL,NULL,NULL,NULL"
"2021-07-17 12:00:00,""102.59"",""13.107"",NULL,NULL,""6"",""0.095"",""7.014"",""11.998"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 13:00:00,""115.5"",""10.312"",NULL,NULL,""6"",""0.004"",NULL,""16.308"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 14:00:00,""99.89"",""13.203"",NULL,NULL,""6"",NULL,""5.573"",""15.728"",NULL,NULL,""2.098"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 15:00:00,""106.11"",""13.136"",NULL,NULL,""6"",NULL,""3.855"",""15.281"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 16:00:00,""112.48"",""11.865"",NULL,NULL,""6"",NULL,""2.879"",""14.986"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 17:00:00,""100.33"",""12.987"",NULL,NULL,""6"",NULL,""6.394"",""12.593"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 18:00:00,""101.93"",""14.099"",NULL,NULL,""6"",NULL,""9.131"",""10.968"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 19:00:00,""99.89"",""13.408"",NULL,NULL,""6"",NULL,""6.337"",""15.169"",NULL,NULL,""2.098"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 20:00:00,""100.61"",""14.89"",NULL,NULL,""6"",NULL,""11.07"",""9.82"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 21:00:00,""103.91"",""11.702"",NULL,NULL,""6"",NULL,""9.603"",""8.099"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 22:00:00,""104.95"",""12.107"",NULL,NULL,""6"",NULL,""10.527"",""7.58"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-17 23:00:00,""99.89"",""8.7"",NULL,NULL,""6"",NULL,""3.797"",""13.001"",NULL,NULL,""2.098"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 12:00:00,""95.42"",NULL,NULL,NULL,""35.579"",""34.26"",NULL,""3.959"",NULL,NULL,""2.64"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 13:00:00,""82.47"",NULL,NULL,NULL,""36.013"",""36.439"",NULL,""1.96"",NULL,NULL,""2.386"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 14:00:00,""82.47"",NULL,NULL,NULL,""30.902"",""31.726"",NULL,""1.59"",NULL,NULL,""2.414"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 15:00:00,""90"",NULL,NULL,NULL,""34.029"",""31.513"",NULL,NULL,NULL,NULL,""2.38"",NULL,""4.896"",NULL,NULL,NULL,NULL,NULL"
"2021-07-18 16:00:00,""99.46"",NULL,NULL,NULL,""39.515"",""37.899"",NULL,""3.96"",NULL,NULL,""2.344"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 17:00:00,""95.09"",""0.314"",NULL,NULL,""18.785"",""15.292"",NULL,""5.751"",NULL,NULL,""1.944"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 18:00:00,""101.93"",""1.258"",NULL,NULL,""14.734"",""10.87"",NULL,""6.988"",NULL,NULL,""1.866"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 19:00:00,""102.48"",""0.838"",NULL,NULL,""17.245"",""11.46"",NULL,""8.532"",NULL,NULL,""1.909"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 20:00:00,""111"",""0.312"",NULL,NULL,""24.844"",""12.173"",""7.117"",""7.818"",NULL,NULL,""1.952"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 21:00:00,""122.5"",""0.624"",NULL,NULL,""13.412"",""2.922"",""7.79"",""5.389"",NULL,NULL,""2.065"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 22:00:00,""129.35"",""0.415"",NULL,NULL,""4.169"",""3.818"",NULL,""2.884"",NULL,NULL,""2.118"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-18 23:00:00,""104.46"",NULL,NULL,NULL,""17.28"",""10.619"",NULL,""8.761"",NULL,NULL,""2.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-19 12:00:00,""140.2"",""9.347"",NULL,NULL,""1.177"",""8.036"",""63"",""4.179"",""63"",NULL,""1.691"",NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-07-19 13:00:00,""140.17"",""8.726"",NULL,NULL,""0.789"",""9.108"",""63"",""2.041"",""63"",NULL,""1.728"",""2.01"",""2.104"",NULL,NULL,NULL,NULL,NULL"
