"Date,""MCP"",""Buy_LV_LOAD"",""Buy_PUMP_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Sell_Big Hydro_SUPPLY"",""Buy_MV_LOAD"",""Buy_HV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Sell_Imports_IT-GR"",""Buy_Exports_GR-IT"""
2021-01-11 19:00:00,53.68,NULL,NULL,NULL,44.491,3.274,4.149,31.178,NULL,NULL,NULL,NULL,NULL,5.89,NULL,NULL,NULL,NULL
2021-01-11 20:00:00,53.68,NULL,NULL,NULL,37.357,4.504,2.871,24.092,NULL,NULL,NULL,NULL,NULL,5.89,NULL,NULL,NULL,NULL
2021-01-11 21:00:00,47.06,NULL,NULL,NULL,23.911,8.843,NULL,9.178,NULL,NULL,NULL,NULL,NULL,5.89,NULL,NULL,NULL,NULL
2021-01-11 22:00:00,47.1,NULL,NULL,NULL,25.18,6.97,0.612,11.708,NULL,NULL,NULL,NULL,NULL,5.89,NULL,NULL,NULL,NULL
2021-01-11 23:00:00,70.37,1.101,NULL,NULL,8.341,1.681,NULL,4.4,NULL,NULL,2.529,NULL,NULL,5.89,NULL,NULL,NULL,NULL
2021-01-12 12:00:00,23.77,NULL,NULL,NULL,4.88,1.927,NULL,6.596,NULL,NULL,NULL,6.06,2.417,NULL,NULL,NULL,NULL,NULL
2021-01-12 13:00:00,20.1,NULL,NULL,10.586,3.3,7.617,NULL,8.95,NULL,NULL,NULL,7.06,4.379,NULL,NULL,NULL,NULL,NULL
2021-01-12 14:00:00,23.69,NULL,NULL,NULL,8.45,3.787,NULL,9.125,NULL,NULL,NULL,6.92,2.458,NULL,NULL,NULL,NULL,NULL
2021-01-12 15:00:00,23.62,NULL,NULL,NULL,8.45,7.301,NULL,3.93,NULL,NULL,NULL,6.92,4.139,NULL,NULL,NULL,NULL,NULL
2021-01-12 16:00:00,26.77,NULL,NULL,NULL,6.576,8.412,NULL,1.57,NULL,NULL,NULL,6.92,3.514,NULL,NULL,NULL,NULL,NULL
2021-01-12 17:00:00,70.08,NULL,NULL,NULL,18.676,13.788,NULL,6.403,NULL,NULL,NULL,6.92,5.405,NULL,NULL,NULL,NULL,NULL
2021-01-12 18:00:00,70.64,NULL,NULL,NULL,15.27,16.383,NULL,0.485,NULL,NULL,NULL,6.92,5.322,NULL,NULL,NULL,NULL,NULL
2021-01-12 19:00:00,30.92,NULL,NULL,NULL,7.125,9.134,NULL,1.82,NULL,NULL,NULL,6.92,3.091,NULL,NULL,NULL,NULL,NULL
2021-01-12 20:00:00,26.14,NULL,NULL,NULL,7.42,9.132,NULL,1.87,NULL,NULL,NULL,6.92,3.338,NULL,NULL,NULL,NULL,NULL
2021-01-12 21:00:00,46.32,NULL,NULL,NULL,14.403,8.647,NULL,9.315,NULL,NULL,NULL,6.87,3.311,NULL,NULL,NULL,NULL,NULL
2021-01-12 22:00:00,43.13,NULL,NULL,NULL,11.37,5.438,NULL,4.154,NULL,NULL,NULL,NULL,1.778,NULL,NULL,NULL,NULL,NULL
2021-01-12 23:00:00,43.58,NULL,NULL,NULL,13.222,15.082,NULL,1.746,NULL,NULL,NULL,5.413,1.807,NULL,NULL,NULL,NULL,NULL
2021-01-13 12:00:00,98.85,14.626,NULL,375,NULL,NULL,11.325,11.034,NULL,375,18.003,NULL,NULL,10.27,NULL,NULL,NULL,NULL
2021-01-13 13:00:00,99.14,17.462,NULL,375,NULL,NULL,16.296,7.969,NULL,375,17.529,NULL,0.306,10.42,NULL,NULL,NULL,NULL
2021-01-13 14:00:00,79.97,19.546,NULL,375,0.31,NULL,NULL,25.581,NULL,375,16.694,NULL,0.569,10.4,NULL,NULL,NULL,NULL
2021-01-13 15:00:00,77.9,14.271,NULL,375,0.72,NULL,NULL,17.768,NULL,375,13.745,NULL,0.568,10.4,NULL,NULL,NULL,NULL
2021-01-13 16:00:00,82.8,17.167,NULL,375,3.07,NULL,NULL,22.392,NULL,375,13.003,NULL,0.448,10.4,NULL,NULL,NULL,NULL
2021-01-13 17:00:00,86.53,22.652,NULL,375,0.4,NULL,NULL,24.799,NULL,375,12.567,NULL,0.42,10.4,NULL,NULL,NULL,NULL
2021-01-13 18:00:00,87.69,16.494,NULL,375,2.269,NULL,NULL,18.509,NULL,375,10.661,NULL,0.515,10.4,NULL,NULL,NULL,NULL
2021-01-13 19:00:00,80.31,23.258,NULL,375,3.07,NULL,NULL,37.598,NULL,375,11.857,NULL,0.587,NULL,NULL,NULL,NULL,NULL
2021-01-13 20:00:00,69.45,21.067,NULL,375,4.152,NULL,NULL,25.595,NULL,375,11.194,NULL,0.418,10.4,NULL,NULL,NULL,NULL
2021-01-13 21:00:00,64.26,7.235,NULL,375,6.974,NULL,NULL,12.255,NULL,375,8.705,NULL,0.269,10.39,NULL,NULL,NULL,NULL
2021-01-13 22:00:00,61.81,16.274,NULL,375,4.265,NULL,NULL,19.217,NULL,375,9.328,NULL,0.26,10.39,NULL,NULL,NULL,NULL
2021-01-13 23:00:00,47.12,NULL,NULL,375,4.65,4.283,NULL,2.426,NULL,375,7.956,NULL,0.142,5.755,NULL,NULL,NULL,NULL
2021-01-14 12:00:00,57.05,16.02,NULL,NULL,21.407,NULL,56,44.987,NULL,139,7.56,NULL,NULL,NULL,195,NULL,NULL,NULL
2021-01-14 13:00:00,73.78,11.564,NULL,NULL,NULL,NULL,75.139,4.092,NULL,139,11.667,NULL,NULL,NULL,195,NULL,NULL,NULL
2021-01-14 14:00:00,73.86,7.949,NULL,NULL,0.42,NULL,70.063,2.74,NULL,139,8.434,NULL,NULL,NULL,195,NULL,NULL,NULL
2021-01-14 15:00:00,99.01,15.238,NULL,NULL,5.321,1.733,126.002,1.5,NULL,139,10.98,NULL,NULL,NULL,236.696,NULL,NULL,NULL
2021-01-14 16:00:00,97.96,33.697,NULL,NULL,8.308,NULL,152.5,1.933,NULL,139,11.428,NULL,NULL,NULL,240,NULL,NULL,NULL
2021-01-14 17:00:00,94.77,23.831,NULL,NULL,7.621,NULL,133.255,13.469,NULL,139,14.272,NULL,NULL,NULL,240,NULL,NULL,NULL
2021-01-14 18:00:00,92.77,22.249,NULL,NULL,3.43,NULL,119.756,21.668,NULL,139,14.745,NULL,NULL,NULL,240,NULL,NULL,NULL
2021-01-14 19:00:00,93.25,17.294,NULL,NULL,2.88,NULL,115.942,17.722,NULL,139,12.49,NULL,NULL,NULL,240,NULL,NULL,NULL
2021-01-14 20:00:00,69.1,14.128,NULL,NULL,1.23,NULL,56,24.04,NULL,139,8.682,NULL,NULL,NULL,195,NULL,NULL,NULL
2021-01-14 21:00:00,50.58,12.027,NULL,NULL,6.696,1.885,56,22.995,NULL,139,7.579,NULL,1.422,NULL,195,NULL,NULL,NULL
2021-01-14 22:00:00,30.81,21.37,NULL,NULL,NULL,NULL,56,28.437,NULL,139,7.067,NULL,NULL,NULL,195,NULL,NULL,NULL
2021-01-14 23:00:00,42.64,0.751,NULL,NULL,11.941,9.038,56,11.483,NULL,139,13.393,NULL,5.564,NULL,195,NULL,NULL,NULL
2021-01-15 12:00:00,28.84,NULL,NULL,NULL,18.699,12.019,NULL,6.32,NULL,NULL,NULL,NULL,0.36,NULL,NULL,NULL,NULL,NULL
2021-01-15 13:00:00,29.96,NULL,NULL,NULL,19.714,11.766,NULL,7.02,NULL,NULL,NULL,NULL,0.928,NULL,NULL,NULL,NULL,NULL
2021-01-15 14:00:00,37.13,NULL,NULL,NULL,15.067,11.243,NULL,3.18,NULL,NULL,NULL,NULL,0.644,NULL,NULL,NULL,NULL,NULL
2021-01-15 15:00:00,36.98,NULL,NULL,NULL,17.019,14.031,NULL,1.13,NULL,NULL,NULL,NULL,1.858,NULL,NULL,NULL,NULL,NULL
2021-01-15 16:00:00,42,NULL,NULL,NULL,27.185,21.922,NULL,1.96,NULL,NULL,NULL,NULL,3.303,NULL,NULL,NULL,NULL,NULL
2021-01-15 17:00:00,57.04,NULL,NULL,NULL,17.73,12.863,NULL,2.98,NULL,NULL,NULL,NULL,1.887,NULL,NULL,NULL,NULL,NULL
2021-01-15 18:00:00,53.02,NULL,NULL,NULL,9.318,8.53,NULL,0.788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-15 19:00:00,49.38,NULL,NULL,NULL,13.548,13.548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-15 20:00:00,37.19,NULL,NULL,NULL,18.256,16.87,NULL,0.61,NULL,NULL,NULL,NULL,0.776,NULL,NULL,NULL,NULL,NULL
2021-01-15 21:00:00,27.17,NULL,NULL,NULL,19.112,17.053,NULL,0.89,NULL,NULL,NULL,NULL,1.169,NULL,NULL,NULL,NULL,NULL
2021-01-15 22:00:00,39.63,NULL,NULL,NULL,24.67,21.68,NULL,0.43,NULL,NULL,NULL,NULL,2.56,NULL,NULL,NULL,NULL,NULL
2021-01-15 23:00:00,17,NULL,NULL,NULL,23.679,22.576,NULL,0.34,NULL,NULL,NULL,NULL,0.763,NULL,NULL,NULL,NULL,NULL
2021-01-16 12:00:00,49.08,30.67,NULL,NULL,9.959,NULL,NULL,41.095,NULL,NULL,0.466,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 13:00:00,46.48,40.772,NULL,NULL,4.601,NULL,NULL,46.886,NULL,NULL,1.513,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 14:00:00,46.56,40.235,NULL,NULL,2.333,NULL,NULL,44.01,NULL,NULL,1.442,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 15:00:00,47.48,29.39,NULL,NULL,3.034,NULL,NULL,32.644,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 16:00:00,57.7,26.948,NULL,NULL,5.914,NULL,NULL,33.182,NULL,NULL,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 17:00:00,65.01,22.143,NULL,NULL,14.679,NULL,NULL,37.107,NULL,NULL,0.285,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 18:00:00,66.4,11.118,NULL,NULL,10.423,NULL,NULL,21.673,NULL,NULL,0.132,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 19:00:00,63.8,15.549,NULL,NULL,10.347,NULL,NULL,26.09,NULL,NULL,0.194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 20:00:00,53.08,15.148,NULL,NULL,10.05,NULL,NULL,25.388,NULL,NULL,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 21:00:00,44.02,10.029,NULL,NULL,8.994,NULL,NULL,19.206,NULL,NULL,0.183,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 22:00:00,41,7.359,NULL,NULL,8.229,NULL,NULL,15.705,NULL,NULL,0.117,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-16 23:00:00,1.01,NULL,NULL,NULL,16.214,12.692,NULL,2.31,NULL,NULL,0.044,NULL,1.256,NULL,NULL,NULL,NULL,NULL
2021-01-17 12:00:00,29.81,NULL,NULL,30,11.937,36.047,NULL,6.48,NULL,NULL,0.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-17 13:00:00,44.28,NULL,NULL,9.205,22.172,21.197,NULL,11.209,NULL,NULL,1.029,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-17 14:00:00,45.7,NULL,NULL,2.115,36.316,27.34,NULL,11.559,NULL,NULL,0.671,NULL,0.203,NULL,NULL,NULL,NULL,NULL
2021-01-17 15:00:00,40.75,NULL,NULL,15.319,23.472,26.536,NULL,11.086,NULL,NULL,0.461,NULL,1.63,NULL,NULL,NULL,NULL,NULL
2021-01-17 16:00:00,62.14,6.086,NULL,NULL,6.925,NULL,NULL,13.469,NULL,NULL,0.458,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-17 17:00:00,40.72,NULL,NULL,15.689,0.25,11.319,NULL,4.32,NULL,NULL,0.536,NULL,0.836,NULL,NULL,NULL,NULL,NULL
2021-01-17 18:00:00,48.25,NULL,NULL,NULL,10.71,7.773,NULL,3.317,NULL,NULL,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-17 19:00:00,45.7,NULL,NULL,5.391,9.698,15.484,NULL,NULL,NULL,NULL,0.395,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-17 20:00:00,40,NULL,NULL,16.597,12.806,27.845,NULL,1.46,NULL,NULL,0.74,NULL,0.838,NULL,NULL,NULL,NULL,NULL
2021-01-17 21:00:00,41,NULL,NULL,12.199,6.156,16.526,NULL,1.5,NULL,NULL,0.528,NULL,0.857,NULL,NULL,NULL,NULL,NULL
2021-01-17 22:00:00,45.7,NULL,NULL,2.482,15.561,16.444,NULL,1.33,NULL,NULL,0.592,NULL,0.861,NULL,NULL,NULL,NULL,NULL
2021-01-17 23:00:00,56.97,2.655,NULL,NULL,27.11,21.604,NULL,9.261,NULL,NULL,1.956,NULL,0.856,NULL,NULL,NULL,NULL,NULL
2021-01-18 12:00:00,62.33,NULL,NULL,NULL,64.481,19.211,NULL,52.836,NULL,NULL,0.466,7.1,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 13:00:00,63.22,NULL,NULL,NULL,61.516,23.539,NULL,38.469,NULL,NULL,0.492,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 14:00:00,62.33,NULL,NULL,NULL,51.291,31.528,NULL,21.467,NULL,NULL,1.704,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 15:00:00,79.33,6.472,NULL,NULL,13.51,11.813,NULL,12.432,NULL,NULL,4.263,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 16:00:00,86.41,3.917,NULL,NULL,11.995,4.96,NULL,13.19,NULL,NULL,2.238,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 17:00:00,97.16,5.342,NULL,NULL,47.929,9.459,32.195,12.644,NULL,NULL,1.027,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 18:00:00,93.96,4.982,NULL,NULL,25.062,12.44,NULL,18.19,NULL,NULL,0.586,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 19:00:00,89.4,2.851,NULL,NULL,33.287,17.662,NULL,18.843,NULL,NULL,0.367,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 20:00:00,79.4,3.782,NULL,NULL,29.703,12.879,NULL,22.482,NULL,NULL,1.876,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 21:00:00,68.5,4.313,NULL,NULL,24.787,10.095,NULL,20.637,NULL,NULL,1.632,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 22:00:00,65.58,4.863,NULL,NULL,20.984,9.021,NULL,18.505,NULL,NULL,1.679,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-18 23:00:00,64,6.296,NULL,NULL,19.186,17.28,NULL,9.643,NULL,NULL,1.441,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-19 12:00:00,41.38,NULL,NULL,NULL,21.31,17.936,NULL,1.24,NULL,NULL,0.166,NULL,2.3,NULL,NULL,NULL,NULL,NULL
2021-01-19 13:00:00,29.96,NULL,NULL,NULL,17.068,13.945,NULL,1.57,NULL,NULL,0.217,NULL,1.77,NULL,NULL,NULL,NULL,NULL
2021-01-19 14:00:00,33.48,NULL,NULL,NULL,19.612,16.525,NULL,0.52,NULL,NULL,0.183,NULL,2.75,NULL,NULL,NULL,NULL,NULL
2021-01-19 15:00:00,51.67,NULL,NULL,NULL,16.301,14.355,NULL,0.16,NULL,NULL,0.169,NULL,1.955,NULL,NULL,NULL,NULL,NULL
2021-01-19 16:00:00,70.53,NULL,NULL,NULL,15.591,12.756,NULL,1.06,NULL,NULL,0.061,NULL,1.836,NULL,NULL,NULL,NULL,NULL
2021-01-19 17:00:00,95.79,2.076,NULL,NULL,19.591,2.618,0.645,6.915,NULL,NULL,0.101,NULL,NULL,11.59,NULL,NULL,NULL,NULL
2021-01-19 18:00:00,81.81,0.141,NULL,NULL,15.676,3.036,NULL,2.43,NULL,NULL,0.055,NULL,NULL,10.406,NULL,NULL,NULL,NULL
2021-01-19 19:00:00,48.31,NULL,NULL,NULL,13.603,12.13,NULL,1.31,NULL,NULL,0.104,NULL,0.267,NULL,NULL,NULL,NULL,NULL
2021-01-19 20:00:00,64.96,NULL,NULL,NULL,24.713,10.57,NULL,4.417,NULL,NULL,0.128,NULL,1.504,8.35,NULL,NULL,NULL,NULL
2021-01-19 21:00:00,55.09,NULL,NULL,NULL,28.792,11.424,NULL,5.555,NULL,NULL,0.086,NULL,1.399,10.5,NULL,NULL,NULL,NULL
2021-01-19 22:00:00,49.8,NULL,NULL,NULL,25.51,12.603,NULL,1.991,NULL,NULL,0.044,NULL,NULL,10.96,NULL,NULL,NULL,NULL
2021-01-19 23:00:00,50.24,NULL,NULL,NULL,44.83,32.857,NULL,NULL,NULL,NULL,0.052,NULL,2.634,9.391,NULL,NULL,NULL,NULL
2021-01-20 12:00:00,15.43,2.274,NULL,NULL,41.597,43.577,NULL,NULL,NULL,NULL,0.458,NULL,0.752,NULL,NULL,NULL,NULL,NULL
2021-01-20 13:00:00,13.13,1.887,NULL,NULL,28.351,29.948,NULL,NULL,NULL,NULL,0.448,NULL,0.738,NULL,NULL,NULL,NULL,NULL
2021-01-20 14:00:00,16.97,NULL,NULL,NULL,27.567,27.161,NULL,NULL,NULL,NULL,0.349,NULL,0.755,NULL,NULL,NULL,NULL,NULL
2021-01-20 15:00:00,20.61,NULL,NULL,NULL,35.258,34.946,NULL,NULL,NULL,NULL,0.349,NULL,0.661,NULL,NULL,NULL,NULL,NULL
2021-01-20 16:00:00,32.31,NULL,NULL,NULL,56.039,50.425,NULL,NULL,NULL,NULL,0.365,NULL,5.979,NULL,NULL,NULL,NULL,NULL
2021-01-20 17:00:00,75.57,NULL,NULL,NULL,27.174,23.791,NULL,1,NULL,NULL,0.353,NULL,2.736,NULL,NULL,NULL,NULL,NULL
2021-01-20 18:00:00,76.09,NULL,NULL,NULL,31.273,22.944,NULL,6.1,NULL,NULL,0.352,NULL,2.581,NULL,NULL,NULL,NULL,NULL
2021-01-20 19:00:00,71,1.359,NULL,NULL,38.17,26.525,NULL,9.622,NULL,NULL,0.325,NULL,3.707,NULL,NULL,NULL,NULL,NULL
2021-01-20 20:00:00,49.55,2.062,NULL,NULL,33.719,31.243,NULL,NULL,NULL,NULL,0.275,NULL,4.813,NULL,NULL,NULL,NULL,NULL
2021-01-20 21:00:00,21.14,1.022,NULL,NULL,22.4,20.487,NULL,NULL,NULL,NULL,0.382,NULL,3.317,NULL,NULL,NULL,NULL,NULL
2021-01-20 22:00:00,19,0.83,NULL,NULL,20.275,16.982,NULL,0.36,NULL,NULL,0.41,NULL,4.173,NULL,NULL,NULL,NULL,NULL
2021-01-20 23:00:00,49.72,NULL,NULL,NULL,26.417,17.36,5.573,2.401,NULL,NULL,0.332,NULL,1.415,NULL,NULL,NULL,NULL,NULL
2021-01-21 12:00:00,11.95,5.11,NULL,NULL,15.215,18.041,NULL,2.4,NULL,NULL,0.116,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-21 13:00:00,14.8,NULL,NULL,NULL,19.318,19.46,NULL,NULL,NULL,NULL,0.142,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-01-21 14:00:00,35,6.44,NULL,NULL,24.423,19.893,NULL,9.025,NULL,NULL,0.143,NULL,2.088,NULL,NULL,NULL,NULL,NULL
2021-01-21 15:00:00,59.91,5.937,NULL,NULL,19.366,8.198,NULL,13.715,NULL,NULL,0.115,NULL,1.935,1.57,NULL,NULL,NULL,NULL
2021-01-21 16:00:00,67.03,2.184,NULL,NULL,12.461,3.826,2.281,7.492,NULL,NULL,0.094,NULL,NULL,1.14,NULL,NULL,NULL,NULL
