"Date,""MCP"",""Buy_LV_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_MV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_HV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
2020-11-07 10:00:00,33.4,2.246,NULL,0.99,0.264,NULL,1.988,NULL,1.784,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 11:00:00,35.74,2.317,NULL,NULL,0.22,NULL,1.253,NULL,1.644,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 12:00:00,31.76,1.465,NULL,NULL,NULL,NULL,0.028,NULL,1.437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 13:00:00,27.77,1.762,NULL,NULL,NULL,NULL,0.5,NULL,1.262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 14:00:00,32.32,0.933,NULL,0.241,NULL,NULL,0.595,NULL,0.579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 15:00:00,40.47,0.686,NULL,0.905,NULL,NULL,1.023,NULL,0.568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 16:00:00,47.07,0.357,NULL,8.33,0.667,7.451,NULL,NULL,0.569,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 17:00:00,48.47,NULL,NULL,8.064,4.854,2.625,NULL,NULL,0.585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 18:00:00,54.5,NULL,NULL,2.481,1.904,NULL,NULL,NULL,0.577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 19:00:00,52.07,NULL,NULL,2.177,1.606,NULL,NULL,NULL,0.571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 20:00:00,48.84,NULL,NULL,2.861,2.264,NULL,0.015,NULL,0.582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 21:00:00,43.43,NULL,NULL,3.505,2.926,NULL,NULL,NULL,0.579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 22:00:00,40.37,NULL,NULL,2.896,2.31,NULL,NULL,NULL,0.586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-07 23:00:00,34.29,NULL,NULL,3.174,2.61,NULL,NULL,NULL,0.564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 00:00:00,30.72,NULL,NULL,4.229,3.232,NULL,1.607,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 01:00:00,25.22,1.053,NULL,0.637,NULL,NULL,2.91,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 02:00:00,23.17,1.071,NULL,0.187,NULL,NULL,2.478,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 03:00:00,22.06,1.042,NULL,0.365,NULL,NULL,2.017,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 04:00:00,24.87,0.66,NULL,0.312,NULL,NULL,2.182,1.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 05:00:00,29.09,0.65,NULL,NULL,NULL,NULL,1.84,1.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 06:00:00,36.82,0.46,NULL,1.075,1.694,NULL,1.641,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 07:00:00,33.58,NULL,NULL,1.313,1.672,NULL,0.861,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 08:00:00,29.4,NULL,NULL,3.699,2.768,NULL,1.571,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 09:00:00,32.41,0.5,NULL,1.681,1.55,NULL,0.631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 10:00:00,33.79,0.47,NULL,0.802,1.237,NULL,0.675,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 11:00:00,35.12,3.431,NULL,NULL,0.724,NULL,4.007,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 12:00:00,29.27,2.403,NULL,NULL,0.726,NULL,2.947,1.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 13:00:00,31.23,2.165,NULL,0.039,0.532,NULL,2.942,1.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 14:00:00,34.95,NULL,NULL,0.529,2.274,NULL,0.195,1.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 15:00:00,49.79,0.178,NULL,0.188,0.592,NULL,1.064,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 16:00:00,46.06,NULL,NULL,7.122,1.032,6.73,NULL,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 17:00:00,54,NULL,NULL,2.496,2.71,0.446,NULL,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 18:00:00,45.83,NULL,NULL,5.639,2.699,3.58,NULL,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 19:00:00,43.2,0.175,NULL,2.763,2.938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 20:00:00,44.1,1.892,NULL,3.694,0.881,4.705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 21:00:00,41.46,1.63,NULL,14.757,1.506,14.881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 22:00:00,38.26,0.68,NULL,0.306,0.851,NULL,0.135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-08 23:00:00,34.5,0.69,NULL,0.352,1.042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 00:00:00,36.27,0.46,NULL,2.485,0.918,NULL,2.027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 01:00:00,32.1,NULL,NULL,4.023,1.261,NULL,2.762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 02:00:00,29.93,NULL,NULL,2.846,0.598,NULL,2.248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 03:00:00,29.43,0.23,NULL,0.799,0.592,NULL,0.437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 04:00:00,31.63,2.551,NULL,0.859,0.593,NULL,2.817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 05:00:00,37.02,3.728,NULL,0.817,0.603,NULL,3.942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 06:00:00,44.87,3.278,NULL,1.553,NULL,NULL,4.831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 07:00:00,50.7,4.082,NULL,NULL,NULL,NULL,4.082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 08:00:00,52.1,0.558,NULL,2.628,NULL,NULL,3.186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 09:00:00,48.19,NULL,NULL,5.936,2.45,3.465,0.021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 10:00:00,46.41,NULL,NULL,3.228,3.059,NULL,0.169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 11:00:00,46.36,NULL,NULL,2.368,1.87,NULL,0.498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 12:00:00,44.81,NULL,NULL,2.725,2.653,NULL,0.072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 13:00:00,44.57,NULL,NULL,3.023,2.891,NULL,0.132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 14:00:00,45.84,NULL,NULL,4.545,0.891,3.614,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 15:00:00,59.42,2.325,NULL,21.576,1.738,22.163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 16:00:00,74.64,2.099,NULL,4.5,0.599,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 17:00:00,70.3,2.332,NULL,23.968,NULL,26.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 18:00:00,67.35,2.339,NULL,18.376,0.937,19.489,0.289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 19:00:00,63.24,3.595,NULL,14.022,NULL,17.617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 20:00:00,53.79,7.99,NULL,12.959,NULL,20.949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 21:00:00,45.46,4.949,NULL,7.655,NULL,12.604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 22:00:00,41.16,2.34,NULL,2.192,0.643,NULL,3.889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-09 23:00:00,36.18,2.339,NULL,2.103,0.833,NULL,3.609,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 00:00:00,37.71,NULL,NULL,6.516,1.715,NULL,4.801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 01:00:00,36.63,NULL,NULL,5.836,0.45,NULL,10.206,4.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 02:00:00,33.49,NULL,NULL,6.433,0.748,NULL,10.679,4.994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 03:00:00,33.03,NULL,NULL,6.847,0.92,NULL,10.353,4.426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 04:00:00,34.08,NULL,NULL,7.286,1.37,NULL,6.455,0.539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 05:00:00,37.91,NULL,NULL,7.37,1.038,NULL,9.899,3.567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 06:00:00,50.52,0.08,NULL,25.945,0.547,27.52,NULL,2.042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 07:00:00,52.7,2.39,NULL,37.019,0.548,39.795,NULL,0.934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 08:00:00,51.52,1.65,NULL,30.822,0.278,35.137,NULL,2.943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 09:00:00,49.26,0.5,NULL,27.389,0.569,29.036,NULL,1.716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 10:00:00,46.38,3.26,NULL,9.887,NULL,14.909,1.322,3.084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 11:00:00,45.52,3.27,NULL,14.117,0.291,18,1.282,2.186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 12:00:00,53.95,2.391,NULL,NULL,NULL,NULL,3.187,0.796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 13:00:00,44.3,1.978,NULL,24.835,NULL,24,2.813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 14:00:00,47.34,2.26,NULL,16.609,NULL,15,3.869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 15:00:00,50.17,2.687,NULL,39.892,NULL,42.579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 16:00:00,57.53,7.04,NULL,8.503,NULL,14.929,0.614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 17:00:00,68.89,8.586,NULL,32.16,NULL,40.746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 18:00:00,68.4,5.96,NULL,23.113,NULL,29.073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 19:00:00,67.63,5.217,NULL,6.722,NULL,11.939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 20:00:00,59.92,2.297,NULL,19.564,NULL,21.861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 21:00:00,48.17,0.143,NULL,3.144,0.48,NULL,3.086,0.279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 22:00:00,44.62,0.137,NULL,2.964,1.86,NULL,4.439,3.198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-10 23:00:00,36.95,0.13,NULL,5.295,1.62,NULL,3.805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 00:00:00,43.14,2.036,NULL,NULL,0.624,NULL,0.708,NULL,0.704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 01:00:00,52.64,1.948,NULL,NULL,NULL,NULL,1.206,NULL,0.742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 02:00:00,33.9,2.607,NULL,0.237,0.919,NULL,0.983,NULL,0.942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 03:00:00,33.05,2.274,NULL,0.35,0.609,NULL,1.163,NULL,0.852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 04:00:00,48.85,2.796,NULL,NULL,0.919,NULL,1.061,NULL,0.816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 05:00:00,55.21,4.185,NULL,NULL,0.624,NULL,3.555,NULL,0.006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 06:00:00,40.89,6.444,NULL,10.75,1.287,16.211,0.022,0.471,0.145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 07:00:00,61.52,7.022,NULL,NULL,NULL,4.819,2.271,0.068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 08:00:00,46.86,14.687,NULL,13.642,NULL,27.918,0.253,NULL,0.158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 09:00:00,45,18.408,NULL,11.633,NULL,28.753,1.267,NULL,0.021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 10:00:00,43.47,20.395,NULL,29.172,NULL,48.942,0.413,NULL,0.212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 11:00:00,60.3,11.758,NULL,NULL,NULL,2.675,7.981,NULL,1.102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 12:00:00,43.81,19.256,NULL,9.386,NULL,27.476,0.134,NULL,1.032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 13:00:00,42.89,17.073,NULL,9.768,NULL,25.812,0.031,NULL,0.998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 14:00:00,47.55,17.167,NULL,2.574,NULL,15.994,1.815,NULL,1.932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 15:00:00,48.64,13.386,NULL,3.278,NULL,12.931,1.759,NULL,1.974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 16:00:00,52.92,7.127,NULL,10.129,NULL,15.348,0.008,NULL,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 17:00:00,64.17,5.741,NULL,3.868,2.566,5.06,0.26,NULL,1.723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 18:00:00,65.21,3.103,NULL,1.084,NULL,0.453,1.856,NULL,1.878,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 19:00:00,55.16,4.08,NULL,9.408,0.187,11.199,NULL,NULL,2.102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 20:00:00,47.66,2.527,NULL,9.299,1.026,8.276,NULL,NULL,2.524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 21:00:00,40.21,0.991,NULL,3.568,NULL,NULL,1.735,NULL,2.824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 22:00:00,39.45,1.256,NULL,2.074,0.168,NULL,1.689,NULL,1.473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-11 23:00:00,35.15,1.612,NULL,3.891,0.47,NULL,3.413,NULL,1.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 00:00:00,49.45,1.18,146,NULL,NULL,145,7.781,4.801,NULL,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 01:00:00,49.72,1.111,71,NULL,NULL,70,6.885,4.774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 02:00:00,47.61,1.094,71,NULL,NULL,70,6.87,4.776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 03:00:00,42.91,1.276,71,NULL,NULL,70,7.133,4.857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 04:00:00,46.17,1.311,146,NULL,NULL,145,7.382,5.071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 05:00:00,39.61,1.597,251,4.235,0.164,250,12.26,5.592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 06:00:00,48.64,2.035,261,4.391,NULL,260,14.035,6.609,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 07:00:00,51.89,2.695,NULL,4.639,NULL,NULL,14.619,7.285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 08:00:00,67,2.875,NULL,0.828,0.504,NULL,10.795,7.596,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 09:00:00,52.57,2.13,NULL,13.539,0.768,20.316,2.318,7.733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 10:00:00,56.84,2.196,NULL,39.51,0.84,45.675,2.867,7.676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 11:00:00,50,2.053,4.846,57.402,1.007,71,NULL,7.706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 12:00:00,56.87,6.652,NULL,38.611,NULL,50.204,2.959,7.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 13:00:00,56.86,6.247,NULL,53.907,0.607,64.844,2.275,7.572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 14:00:00,105.9,4.574,NULL,7.049,NULL,91,9.957,NULL,NULL,NULL,NULL,NULL,143.334,54,NULL,NULL,NULL,NULL,NULL
2020-11-12 15:00:00,124.91,8.748,NULL,0.023,NULL,NULL,16.119,7.348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 16:00:00,130.08,9.684,NULL,NULL,NULL,NULL,13.144,3.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 17:00:00,130.14,10.973,NULL,NULL,NULL,NULL,22.364,11.391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 18:00:00,110.08,2.272,NULL,1.705,NULL,NULL,9.841,5.864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 19:00:00,110.08,2.236,NULL,4.128,NULL,NULL,11.977,5.613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 20:00:00,110.05,2.061,NULL,3.464,0.035,NULL,10.986,5.496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 21:00:00,83.08,2.416,NULL,1.096,NULL,8.571,NULL,5.059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 22:00:00,79.65,1.678,NULL,10.37,0.072,16.764,NULL,4.788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-12 23:00:00,61.59,1.001,NULL,NULL,NULL,NULL,3.161,2.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 00:00:00,49.58,2.503,NULL,28.719,NULL,33,0.963,2.741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 01:00:00,48.1,2.743,NULL,38.693,NULL,43,1.168,2.732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 02:00:00,48.1,2.275,NULL,39.435,NULL,43,1.393,2.683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 03:00:00,53.62,0.886,NULL,NULL,NULL,NULL,1.978,1.092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 04:00:00,53.62,1.205,NULL,NULL,NULL,NULL,2.431,1.226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 05:00:00,48.1,3.599,NULL,3.888,NULL,9,1.596,3.109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 06:00:00,57.51,4.496,NULL,13.883,NULL,22.026,NULL,3.647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 07:00:00,78.46,6.301,NULL,32.682,NULL,42.981,NULL,3.998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 08:00:00,73.89,1.236,NULL,NULL,NULL,NULL,1.419,0.183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 09:00:00,58.1,6.235,NULL,17.09,0.15,27.635,NULL,4.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 10:00:00,54.26,8.366,NULL,29.244,NULL,42.085,NULL,4.475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 11:00:00,53,6.862,NULL,27.987,NULL,37.158,2.136,4.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 12:00:00,51.58,7.278,NULL,10.305,NULL,20,1.96,4.377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 13:00:00,51.58,6.577,NULL,36.682,NULL,46,1.493,4.234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 14:00:00,60.95,6.227,NULL,38.357,NULL,48.467,NULL,3.883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 15:00:00,77.63,3.994,NULL,28.193,0.527,35.326,NULL,3.666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 16:00:00,103.18,3.833,NULL,NULL,0.534,NULL,6.267,2.968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 17:00:00,98.6,4.534,NULL,0.869,1.139,NULL,7.585,3.321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 18:00:00,106.53,1.89,NULL,NULL,0.827,NULL,2.388,1.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-11-13 19:00:00,104.8,0.774,NULL,NULL,0.554,NULL,0.738,0.518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
