"Date,""MCP"",""Buy_LV_LOAD"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Buy_MV_LOAD"",""Sell_MV_LOAD"",""Sell_HV_LOAD"",""Buy_HV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Buy_Lignite_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_Big Hydro_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
"2021-10-20 05:00:00,""189.74"",""3.572"",""117.5"",""17.948"",""2.36"",NULL,""7.81"",NULL,""5.145"",NULL,""37.5"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,""6.2"""
"2021-10-20 06:00:00,""239.24"",""4.249"",""85"",""11.821"",""5.356"",NULL,""4.81"",NULL,""6.144"",NULL,""40"",NULL,NULL,""155"",""30"",NULL,NULL,""0.2"",NULL"
"2021-10-20 07:00:00,""306"",""2.473"",""45"",""0.423"",""6.252"",""6.8"",""11.443"",NULL,""7.185"",NULL,""24.813"",NULL,NULL,""180"",""90"",NULL,NULL,""49"",NULL"
"2021-10-20 08:00:00,""333"",""6.276"",""40"",NULL,""7.502"",""40"",""27.34"",""0.604"",""7.529"",NULL,NULL,NULL,NULL,""180"",""90"",NULL,NULL,""125.5"",NULL"
"2021-10-20 09:00:00,""255.07"",""3.078"",NULL,""0.362"",""8.072"",NULL,""8.592"",NULL,""7.584"",NULL,""65"",NULL,NULL,""155"",""90"",NULL,NULL,""20.8"",NULL"
"2021-10-20 10:00:00,""182"",""2.911"",""102.5"",""15.544"",NULL,NULL,NULL,NULL,NULL,NULL,""52.5"",NULL,NULL,""108.264"",NULL,NULL,NULL,NULL,""65.2"""
"2021-10-20 11:00:00,""173.31"",""3.495"",""110"",""23.232"",""8.501"",NULL,NULL,NULL,""7.535"",NULL,""45"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,""10.7"""
"2021-10-20 12:00:00,""173.51"",""2.795"",""155"",""20.21"",""3.381"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""155"",NULL,NULL,NULL,NULL,""19.6"""
"2021-10-20 13:00:00,""173.31"",""2.148"",""155"",""17.783"",""2.796"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""155"",NULL,NULL,NULL,NULL,""17.1"""
"2021-10-20 14:00:00,""173.37"",""1.428"",""154.99"",""18.271"",""2.63"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""155"",NULL,NULL,NULL,NULL,""17.1"""
"2021-10-20 15:00:00,""185.59"",NULL,""155"",""20.551"",""2.045"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""155"",NULL,NULL,NULL,NULL,""18.5"""
"2021-10-20 16:00:00,""249.97"",NULL,""41"",""3.762"",""1.67"",NULL,""2.092"",NULL,NULL,NULL,NULL,NULL,NULL,""155"",""114"",NULL,NULL,NULL,NULL"
"2021-10-20 17:00:00,""283.62"",""7.56"",""146"",""1.519"",NULL,""180"",""9.079"",NULL,NULL,NULL,NULL,NULL,NULL,""180"",""214"",NULL,NULL,NULL,NULL"
"2021-10-20 18:00:00,""313.41"",""4.876"",""84"",""1.789"",NULL,""60"",""6.665"",NULL,NULL,NULL,NULL,NULL,NULL,""180"",""156"",NULL,NULL,NULL,NULL"
"2021-10-20 19:00:00,""322.52"",""7.631"",""84"",""1.4"",NULL,""5.504"",""9.031"",NULL,NULL,NULL,NULL,NULL,NULL,""180"",""101.504"",NULL,NULL,NULL,NULL"
"2021-10-20 20:00:00,""293.63"",""7.756"",""25"",""0.635"",NULL,""180"",""8.391"",NULL,NULL,NULL,NULL,NULL,NULL,""180"",""335"",NULL,NULL,NULL,NULL"
"2021-10-20 21:00:00,""230.55"",""5.773"",""55"",""7.786"",NULL,""13.559"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""155"",""100"",NULL,NULL,NULL,NULL"
"2021-10-20 22:00:00,""229.67"",""3.097"",""107.3"",""4.961"",NULL,""1.112"",""6.951"",NULL,NULL,NULL,NULL,NULL,NULL,""155"",""47.705"",NULL,NULL,NULL,NULL"
"2021-10-20 23:00:00,""183.07"",""2.515"",""145"",""10.56"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""155"",""10"",NULL,NULL,NULL,""13.1"""
"2021-10-21 00:00:00,""188.87"",""0.804"",NULL,""2.959"",""2.982"",""35"",NULL,""4.092"",""8.352"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""38.5"",NULL"
"2021-10-21 01:00:00,""180.07"",""0.865"",NULL,""0.11"",""2.635"",""11.978"",""1.931"",NULL,""8.237"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.8"",NULL"
"2021-10-21 02:00:00,""169.5"",""0.804"",NULL,""4.258"",""2.31"",NULL,""0.26"",NULL,""5.771"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""3.3"",NULL"
"2021-10-21 03:00:00,""168"",""0.765"",NULL,""7.045"",""2.29"",NULL,""0.64"",NULL,""6.071"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""1.2"",NULL"
"2021-10-21 04:00:00,""169.5"",""0.684"",NULL,""4.553"",""2.36"",NULL,""0.5"",""0.956"",""5.837"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""2.5"",NULL"
"2021-10-21 05:00:00,""182.32"",""0.583"",NULL,NULL,""2.367"",""12.611"",""13.62"",""1.26"",""6.713"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""33.5"",NULL"
"2021-10-21 06:00:00,""250"",""0.603"",NULL,NULL,""2.391"",""5.167"",""13.899"",NULL,""8.074"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""28.9"",NULL"
"2021-10-21 07:00:00,""286.5"",""0.975"",NULL,""4.014"",""2.686"",NULL,""0.52"",""7.459"",""9.242"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 08:00:00,""295.93"",""1.046"",NULL,""3.016"",""3.916"",NULL,""0.57"",""10.241"",""9.817"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 09:00:00,""244.89"",""1.993"",NULL,""7.447"",""4.018"",NULL,""1.05"",""5.623"",""9.995"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 10:00:00,""209.21"",""1.293"",NULL,""4.639"",""4.149"",NULL,NULL,""8.131"",""9.914"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 11:00:00,""184.65"",""1.97"",NULL,NULL,""5.387"",NULL,""23.917"",NULL,""9.86"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""37.2"",NULL"
"2021-10-21 12:00:00,""175.5"",NULL,NULL,""10.595"",""3.002"",NULL,""25.835"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""18.2"",NULL"
"2021-10-21 13:00:00,""143.91"",""1.227"",NULL,""11.099"",""1.475"",NULL,""31.815"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""21"",NULL"
"2021-10-21 14:00:00,""165.25"",""2.696"",NULL,""10.766"",""0.584"",NULL,""33.424"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""20.5"",NULL"
"2021-10-21 15:00:00,""175.5"",""0.669"",NULL,""10.811"",""0.29"",NULL,""0.074"",""1.072"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""12.2"""
"2021-10-21 16:00:00,""224.97"",NULL,NULL,""7.975"",""1.992"",""7.161"",""28.163"",""4.384"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25"",NULL"
"2021-10-21 17:00:00,""248.18"",NULL,NULL,""7.523"",""1.225"",NULL,""4.341"",NULL,""1.957"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 18:00:00,""292.16"",""2.34"",NULL,""7.575"",""2.228"",NULL,""10.165"",""2.478"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 19:00:00,""306.88"",""2.574"",NULL,""8.485"",""1.614"",""5.913"",""5.933"",""2.401"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-21 20:00:00,""245"",""1.131"",NULL,""11.698"",""0.319"",NULL,NULL,NULL,""2.01"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""10.5"""
"2021-10-21 21:00:00,""202"",""1.035"",NULL,""22.167"",""1.251"",NULL,NULL,""1.151"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.1"""
"2021-10-21 22:00:00,""193.53"",""7.737"",NULL,""28.394"",""0.595"",NULL,NULL,""2.548"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""38.1"""
"2021-10-21 23:00:00,""195.86"",""1.811"",NULL,""7.791"",""0.564"",NULL,""23.088"",""2.042"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""12"",NULL"
"2021-10-22 00:00:00,""180.1"",NULL,NULL,""13.194"",""7.157"",NULL,""2.39"",NULL,""10.043"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,""5.6"",NULL"
"2021-10-22 01:00:00,""167.21"",NULL,NULL,""5.571"",""5.509"",NULL,""2.69"",NULL,""4.872"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,""6.7"",NULL"
"2021-10-22 02:00:00,""165.99"",NULL,NULL,""13.282"",""5.851"",NULL,""3.365"",NULL,""4.866"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 03:00:00,""177.66"",NULL,NULL,NULL,""4.925"",""18.177"",""23.634"",NULL,""4.907"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,""50.8"",NULL"
"2021-10-22 04:00:00,""188.3"",""0.415"",NULL,NULL,""4.179"",""29.771"",""27.213"",NULL,""4.936"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,""64.9"",NULL"
"2021-10-22 05:00:00,""207.75"",""0.121"",NULL,""11.529"",""4.985"",NULL,""1.763"",NULL,""5.702"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 06:00:00,""267.47"",""0.789"",NULL,""10.131"",""5.707"",NULL,""1.611"",""2.362"",""6.764"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 07:00:00,""314.56"",""1.795"",NULL,""17.15"",""6.068"",""3.338"",""4.605"",""2.053"",""7.787"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 08:00:00,""327.86"",NULL,NULL,""20.403"",""7.94"",""1.792"",""5.868"",""2.696"",""8.299"",NULL,""0.8"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 09:00:00,""281.58"",NULL,NULL,""27.761"",""11.201"",NULL,""8.273"",NULL,""8.287"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 10:00:00,""250.59"",NULL,NULL,""13.193"",""11.717"",NULL,""0.66"",NULL,""8.33"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""7.5"",NULL"
"2021-10-22 11:00:00,""185.16"",NULL,NULL,""31.848"",""1.664"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""30.2"""
"2021-10-22 12:00:00,""186.61"",NULL,NULL,""18.846"",""0.99"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""17.9"""
"2021-10-22 13:00:00,""185.7"",""0.602"",NULL,""15.233"",""3.904"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""11.9"""
"2021-10-22 14:00:00,""185.14"",""0.24"",NULL,""15.744"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""16"""
"2021-10-22 15:00:00,""242.4"",""0.589"",NULL,""6.388"",""3.073"",""6.204"",""49.323"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""51.6"",NULL"
"2021-10-22 16:00:00,""272.26"",""1.194"",NULL,""5.561"",""2.654"",""3.69"",""0.411"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 17:00:00,""275.13"",NULL,NULL,""4.322"",""0.695"",""3.627"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 18:00:00,""322.88"",NULL,NULL,""4.642"",""0.639"",""4.003"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 19:00:00,""315.91"",NULL,NULL,""3.758"",NULL,""3.515"",""0.243"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-22 20:00:00,""250"",""0.639"",NULL,""14.104"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""14.7"""
"2021-10-22 21:00:00,""235"",NULL,NULL,""12.116"",NULL,NULL,""0.612"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""11.5"""
"2021-10-22 22:00:00,""230"",NULL,NULL,""2.595"",""0.671"",""19.561"",""38.224"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""55.9"",NULL"
"2021-10-22 23:00:00,""210.45"",NULL,NULL,""7.185"",""0.938"",""4.281"",""2.466"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""0.5"",NULL"
"2021-10-23 00:00:00,""178.92"",NULL,NULL,""8.373"",""3.612"",NULL,""2.148"",NULL,""2.613"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 01:00:00,""167.77"",NULL,NULL,""9.966"",""3.322"",NULL,""4.08"",NULL,""2.564"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 02:00:00,""158.93"",NULL,NULL,""10.886"",""2.976"",NULL,""5.368"",NULL,""2.542"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 03:00:00,""153.84"",""0.239"",NULL,""9.064"",""3.062"",NULL,""3.7"",NULL,""2.541"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 04:00:00,""162.03"",NULL,NULL,""13.619"",""3.155"",""5.385"",""2.58"",NULL,""2.499"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 05:00:00,""176.19"",NULL,NULL,""11.669"",""3.67"",""2.685"",""2.75"",NULL,""2.564"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 06:00:00,""174.73"",NULL,""11"",""34.593"",""3.219"",NULL,""5.509"",NULL,""2.765"",NULL,NULL,""12"",NULL,NULL,""1"",NULL,NULL,NULL,""23.1"""
"2021-10-23 07:00:00,""228.66"",NULL,""110"",""22.44"",""5.85"",""111"",""3.777"",NULL,""2.987"",NULL,NULL,NULL,NULL,NULL,""1"",NULL,NULL,NULL,""9.8"""
"2021-10-23 08:00:00,""238"",NULL,""110"",""1.825"",""8.161"",""71.111"",""7.807"",NULL,""3.21"",NULL,NULL,""45"",NULL,NULL,""1"",NULL,NULL,""22.5"",NULL"
"2021-10-23 09:00:00,""232.58"",NULL,""44"",""13.327"",""7.36"",NULL,""2.73"",NULL,""3.237"",NULL,NULL,""45"",NULL,NULL,""1"",NULL,NULL,NULL,NULL"
"2021-10-23 10:00:00,""214.87"",NULL,""22.939"",""13.292"",""7.459"",""22.939"",""2.59"",NULL,""3.243"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 11:00:00,""182.85"",NULL,NULL,""11.808"",""6.322"",NULL,""1.59"",NULL,""3.114"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""0.8"""
"2021-10-23 12:00:00,""191"",NULL,NULL,""11.322"",""0.633"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""10.7"""
"2021-10-23 13:00:00,""179.43"",NULL,NULL,""10.618"",""0.935"",""9.683"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 14:00:00,""178.03"",NULL,NULL,""9.428"",""0.619"",""8.809"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 15:00:00,""171.63"",NULL,NULL,""17.498"",""0.981"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""16.5"""
"2021-10-23 16:00:00,""173.67"",NULL,NULL,""11.067"",""0.125"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""10.9"""
"2021-10-23 17:00:00,""201.72"",""0.312"",""23"",""17.907"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""25"",NULL,NULL,""2"",NULL,NULL,NULL,""18.2"""
"2021-10-23 18:00:00,""286.49"",NULL,NULL,""4.199"",NULL,""64.199"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""60"",NULL,NULL,NULL,NULL"
"2021-10-23 19:00:00,""301.87"",NULL,NULL,""4.491"",NULL,""64.491"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""60"",NULL,NULL,NULL,NULL"
"2021-10-23 20:00:00,""251.5"",""0.642"",NULL,""8.643"",NULL,""2"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""2"",NULL,NULL,NULL,""9.3"""
"2021-10-23 21:00:00,""200"",NULL,""26"",""17.591"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""26"",NULL,NULL,NULL,NULL,NULL,NULL,""17.6"""
"2021-10-23 22:00:00,""213.89"",""0.307"",NULL,""3.286"",NULL,""3.593"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-23 23:00:00,""180.71"",NULL,""26"",""15.784"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""26"",NULL,NULL,NULL,NULL,NULL,NULL,""15.8"""
"2021-10-24 00:00:00,""230.59"",""0.086"",NULL,""0.42"",""1.447"",""15"",""23.999"",NULL,""0.962"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""40.9"",NULL"
"2021-10-24 01:00:00,""193.56"",NULL,NULL,""0.91"",""1.779"",""9.657"",""8.007"",NULL,""0.951"",NULL,""2.5"",NULL,NULL,NULL,NULL,NULL,NULL,""17"",NULL"
"2021-10-24 02:00:00,""179.32"",NULL,NULL,""1.13"",""2.826"",""4.131"",""2.531"",NULL,""0.952"",NULL,""1.5"",NULL,NULL,NULL,NULL,NULL,NULL,""7.8"",NULL"
"2021-10-24 03:00:00,""175.99"",NULL,NULL,""0.75"",""1.654"",""1"",""8.553"",NULL,""0.947"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,""10.3"",NULL"
"2021-10-24 04:00:00,""178.92"",NULL,NULL,""2.13"",""2.496"",""28"",""11.88"",NULL,""0.925"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,""40.1"",NULL"
"2021-10-24 05:00:00,""178.91"",NULL,NULL,""2.39"",""3.216"",""2"",""8.15"",NULL,""0.895"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""11.9"",NULL"
"2021-10-24 06:00:00,""177.8"",NULL,NULL,""9.54"",""4.532"",""5"",NULL,NULL,""0.908"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""0.9"",NULL"
"2021-10-24 07:00:00,""185.39"",NULL,NULL,""32.406"",""5.418"",""26.071"",NULL,NULL,""0.917"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 08:00:00,""156.4"",""0.12"",NULL,""30.418"",""8.04"",""21.554"",NULL,NULL,""0.944"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 09:00:00,""170.6"",""90.443"",NULL,""24.387"",""7.616"",""106.263"",NULL,NULL,""0.951"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 10:00:00,""181.69"",""66.435"",NULL,""18.204"",""6.891"",""76.766"",NULL,NULL,""0.982"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 11:00:00,""181.58"",""68.318"",NULL,""1.871"",""6.369"",""85.972"",""0.218"",NULL,""0.986"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""23.4"",NULL"
"2021-10-24 12:00:00,""186.54"",""67.54"",NULL,""1.601"",""2.309"",""72.701"",""4.54"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""10.4"",NULL"
"2021-10-24 13:00:00,""156.32"",""61.203"",NULL,""16.079"",""2.228"",""75.054"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 14:00:00,""148"",""59.302"",NULL,""30.044"",""2.929"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""86.4"""
"2021-10-24 15:00:00,""153.03"",NULL,NULL,""28.248"",""2.177"",""26.071"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 16:00:00,""171.81"",NULL,NULL,""27.227"",""1.884"",""25.343"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 17:00:00,""175.46"",NULL,NULL,""10.752"",""1.752"",""9"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 18:00:00,""218.47"",NULL,NULL,""3.518"",""1.484"",""2.034"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 19:00:00,""205.17"",""1.868"",NULL,""1.858"",""0.202"",""2.884"",""0.64"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 20:00:00,""181.58"",NULL,NULL,""3.382"",""1"",""1.522"",""0.86"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 21:00:00,""170.06"",NULL,NULL,""3.91"",""1.64"",NULL,""2.27"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 22:00:00,""153.09"",NULL,NULL,""3.49"",""1"",NULL,""2.49"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-24 23:00:00,""113"",""0.297"",NULL,""7.2"",NULL,NULL,""7.497"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 00:00:00,""175.97"",""16.711"",NULL,""20"",NULL,NULL,""22.45"",""1.94"",""0.903"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""15.3"""
"2021-10-25 01:00:00,""170.1"",""15.797"",NULL,""20"",NULL,NULL,""20.677"",""0.97"",""0.902"",NULL,""2.5"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""17.7"""
"2021-10-25 02:00:00,""152.53"",""16.925"",NULL,""20"",NULL,NULL,""24.127"",""0.98"",""0.921"",NULL,""1.5"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""14.4"""
"2021-10-25 03:00:00,""114"",""15.336"",NULL,""23.246"",NULL,NULL,NULL,""0.98"",""0.955"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""39.7"""
"2021-10-25 04:00:00,""123"",""12.039"",NULL,""37.433"",NULL,NULL,NULL,""1.03"",""1.031"",NULL,""1.1"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,""50.6"""
"2021-10-25 05:00:00,""175.99"",""6.82"",NULL,""20.826"",NULL,NULL,""1.571"",NULL,""1.313"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""24.8"""
"2021-10-25 06:00:00,""219.59"",""13.052"",NULL,""20"",""0.77"",""15"",""15.304"",""1.4"",""1.719"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""1.7"""
"2021-10-25 07:00:00,""241.06"",""15.237"",NULL,""24.003"",NULL,""38.203"",""0.476"",""1.52"",""2.081"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 08:00:00,""260"",""23.216"",NULL,""20"",NULL,""78.136"",""18.933"",""1.64"",""2.232"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""54.4"",NULL"
"2021-10-25 09:00:00,""209.02"",""29.762"",NULL,""22.058"",NULL,""50.897"",""0.351"",""1.69"",""2.262"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 10:00:00,""194.06"",""30.108"",NULL,""23.934"",""0.142"",""54.175"",NULL,""2.56"",""2.285"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 11:00:00,""158.13"",""30.322"",NULL,""24.557"",""0.843"",""53.125"",""0.319"",""1.72"",""2.312"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 12:00:00,""152.64"",""29.245"",NULL,""22.742"",NULL,""53.243"",""0.464"",""1.72"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 13:00:00,""150"",""32.383"",NULL,""20"",NULL,""51.614"",""3.309"",""2.54"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 14:00:00,""152.64"",""31.668"",NULL,""20"",NULL,""53.542"",""0.626"",""2.5"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 15:00:00,""171.36"",""25.75"",NULL,""20.54"",NULL,""49.429"",""0.791"",""3.93"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 16:00:00,""201.05"",""19.434"",NULL,""22.584"",NULL,""45.404"",""0.444"",""3.83"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 17:00:00,""230.16"",""13.442"",NULL,""20"",NULL,""30"",""7.252"",""3.81"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-10-25 18:00:00,""257"",""18.891"",NULL,""20"",NULL,""24.067"",""6.448"",""3.79"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,""12.2"""
