"Date,""MCP"",""Buy_LV_LOAD"",""Buy_MV_LOAD"",""Buy_Big Hydro_SUPPLY"",""Buy_Natural Gas_SUPPLY"",""Buy_RES_SUPPLY"",""Sell_LV_LOAD"",""Sell_Big Hydro_SUPPLY"",""Sell_Natural Gas_SUPPLY"",""Sell_RES_SUPPLY"",""Sell_Lignite_SUPPLY"",""Buy_PUMP_LOAD"",""Sell_MV_LOAD"",""Buy_Lignite_SUPPLY"",""Buy_HV_LOAD"",""Sell_HV_LOAD"",""Sell_PUMP_LOAD"",""Buy_Exports_GR-IT"",""Sell_Imports_IT-GR"""
"2021-08-21 06:00:00,""80.64"",""1.663"",NULL,NULL,NULL,""15.873"",""17.536"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 07:00:00,""98.16"",""2.112"",NULL,NULL,NULL,""11.072"",""12.667"",NULL,""17.928"",NULL,NULL,NULL,NULL,""12.411"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 08:00:00,""89.06"",""4.16"",NULL,NULL,NULL,""16.415"",""20.575"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 09:00:00,""87.15"",""7.216"",NULL,NULL,NULL,""9.577"",""16.793"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 10:00:00,""84.03"",""5.673"",NULL,NULL,NULL,""7.356"",""13.029"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 11:00:00,""84.03"",""2.293"",NULL,NULL,NULL,""8.149"",""10.442"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 12:00:00,""89.41"",""3.176"",NULL,NULL,NULL,""2.466"",""5.642"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 13:00:00,""86.9"",""1.713"",NULL,NULL,NULL,""2.323"",""4.036"",NULL,""5"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 14:00:00,""87.32"",""1.084"",NULL,NULL,""71"",""3.539"",""4.623"",NULL,""101"",NULL,NULL,NULL,NULL,""25"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 15:00:00,""90"",""3.308"",NULL,NULL,NULL,""1.45"",""0.123"",NULL,""6.726"",""2.909"",NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 16:00:00,""90"",""3.075"",NULL,NULL,NULL,""7.026"",NULL,NULL,""15.101"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-21 17:00:00,""100.26"",""1.515"",NULL,NULL,NULL,""14.81"",NULL,NULL,""64.325"",NULL,NULL,NULL,NULL,""43"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 18:00:00,""107.51"",""3.508"",NULL,NULL,NULL,""15.813"",NULL,NULL,""67.321"",NULL,NULL,NULL,NULL,""43"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 19:00:00,""115"",""4.83"",NULL,NULL,NULL,""16.888"",NULL,NULL,""69.718"",NULL,NULL,NULL,NULL,""43"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 20:00:00,""115"",""2.312"",NULL,NULL,NULL,""18.351"",""0.693"",NULL,""67.97"",NULL,NULL,NULL,NULL,""43"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 21:00:00,""100.27"",""7.629"",NULL,NULL,NULL,""17.425"",""0.046"",NULL,""73.008"",NULL,NULL,NULL,NULL,""43"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 22:00:00,""99.43"",""4.246"",NULL,NULL,NULL,""20.765"",""0.006"",NULL,""73.005"",NULL,NULL,NULL,NULL,""43"",""5"",NULL,NULL,NULL,NULL"
"2021-08-21 23:00:00,""90"",NULL,NULL,NULL,NULL,""12.226"",""4.938"",NULL,""12.288"",NULL,NULL,NULL,NULL,NULL,""5"",NULL,NULL,NULL,NULL"
"2021-08-22 00:00:00,""102.88"",""6.39"",NULL,NULL,NULL,NULL,""0.426"",NULL,""2.721"",""3.243"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 01:00:00,""103.1"",""4.422"",""0.626"",NULL,""110.005"",""3.295"",""0.327"",NULL,""118.007"",""0.009"",""171.083"",NULL,NULL,""171.078"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 02:00:00,""105.85"",""1.03"",""0.964"",NULL,""147"",""4.038"",""5.022"",NULL,""147.945"",""0.065"",""205"",NULL,NULL,""205"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 03:00:00,""89.8"",""0.054"",NULL,NULL,""62.352"",""6.962"",""7.002"",NULL,""62.352"",""0.014"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 04:00:00,""86.83"",""0.308"",NULL,NULL,NULL,""8.21"",""8.518"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 05:00:00,""88.09"",""0.014"",NULL,NULL,NULL,""5.179"",""5.193"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 06:00:00,""88.09"",""0.001"",NULL,NULL,NULL,""5.855"",""5.856"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 07:00:00,""93.29"",""0.299"",NULL,NULL,""34.554"",""1.25"",""1.286"",NULL,""34.554"",""0.263"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 08:00:00,""91.82"",""1.763"",NULL,NULL,NULL,""0.372"",NULL,NULL,NULL,""2.135"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 09:00:00,""85.74"",""2.557"",NULL,NULL,NULL,""1.243"",""3.246"",NULL,NULL,""0.554"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 10:00:00,""80.43"",""2.232"",NULL,NULL,NULL,""5.326"",""7.558"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 11:00:00,""77.68"",""0.972"",NULL,NULL,NULL,""10.884"",""11.613"",NULL,NULL,""0.243"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 12:00:00,""80.2"",""1.146"",NULL,NULL,NULL,""9.585"",""10.731"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 13:00:00,""71.58"",""0.604"",NULL,NULL,NULL,""7.502"",""8.106"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 14:00:00,""77.96"",""0.364"",NULL,NULL,NULL,""15.759"",""16.123"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 15:00:00,""84.51"",""0.43"",NULL,NULL,""13"",""14.522"",""14.952"",NULL,""13"",NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 16:00:00,""86.82"",""0.381"",NULL,NULL,NULL,""10.11"",""10.491"",NULL,NULL,NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 17:00:00,""88.08"",""0.247"",NULL,NULL,NULL,""14.021"",""11.921"",NULL,NULL,""2.347"",""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 18:00:00,""98.37"",""0.427"",""0.427"",NULL,NULL,""14.303"",""10.257"",NULL,""4.9"",NULL,""155"",NULL,NULL,""155"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 19:00:00,""119.66"",""3.124"",""3.124"",NULL,NULL,""12.531"",""8.674"",NULL,""55.105"",NULL,""160"",NULL,NULL,""205"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 20:00:00,""141"",""13.647"",""7.584"",NULL,NULL,""12.087"",""11.495"",NULL,""56.823"",NULL,""170"",NULL,NULL,""205"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 21:00:00,""131.1"",""7.41"",""5.04"",NULL,NULL,""11.022"",""7.421"",NULL,""41.051"",NULL,""180"",NULL,NULL,""205"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 22:00:00,""124.63"",""3.768"",""3.753"",NULL,NULL,""10.382"",""10.969"",NULL,""21.934"",NULL,""190"",NULL,NULL,""205"",NULL,NULL,NULL,NULL,NULL"
"2021-08-22 23:00:00,""90"",""1.733"",""1.733"",NULL,NULL,""31.657"",""15.1"",NULL,""25.023"",NULL,""200"",NULL,NULL,""205"",NULL,NULL,NULL,NULL,NULL"
"2021-08-23 00:00:00,""88"",""6.134"",""0.18"",NULL,NULL,""3.05"",""1.391"",NULL,""7.973"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 01:00:00,""82.52"",""5.314"",NULL,NULL,NULL,NULL,""1.49"",NULL,NULL,""3.664"",NULL,NULL,""0.16"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 02:00:00,""65.06"",""5.104"",""0.36"",NULL,NULL,""0.028"",""1.412"",NULL,NULL,""4.08"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 03:00:00,""62.71"",""5.91"",NULL,NULL,NULL,""0.034"",""1.155"",NULL,NULL,""4.119"",NULL,NULL,""0.67"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 04:00:00,""67.55"",""6.079"",""0.89"",NULL,NULL,NULL,""1.356"",NULL,NULL,""5.613"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 05:00:00,""88"",""8.274"",""1.62"",NULL,NULL,NULL,""0.808"",NULL,""0.701"",""8.385"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 06:00:00,""91.48"",""10.609"",""6.99"",NULL,NULL,""10.518"",""1.535"",NULL,""24.952"",""1.63"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 07:00:00,""101.38"",""15.531"",""7.54"",NULL,NULL,""5.901"",""1.064"",NULL,""25.002"",""2.906"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 08:00:00,""115.52"",""16.562"",""14.33"",NULL,NULL,""0.035"",""0.939"",NULL,""18"",""11.988"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 09:00:00,""104.43"",""19.563"",""12.22"",NULL,NULL,""0.165"",NULL,NULL,""26.622"",""5.326"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 10:00:00,""102.4"",""17.228"",""11.44"",NULL,NULL,""0.234"",""0.017"",NULL,""24"",""4.885"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 11:00:00,""97.06"",""14.88"",""13.51"",NULL,NULL,""1.368"",""0.725"",NULL,""25.857"",""3.176"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 12:00:00,""98.39"",""9.047"",""12.61"",NULL,NULL,""6.594"",""1.435"",NULL,""25.014"",""1.802"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 13:00:00,""98.36"",""9.563"",""9.5"",NULL,NULL,""8.716"",""1.63"",NULL,""25.009"",""1.14"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 14:00:00,""98.39"",""9.698"",""11.05"",NULL,NULL,""6.048"",""1.781"",NULL,""25.015"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 15:00:00,""103.8"",""8.039"",""8.02"",NULL,NULL,""10.859"",""1.916"",NULL,""25.002"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 16:00:00,""102.99"",""6.029"",""8.3"",NULL,NULL,""12.309"",""1.864"",NULL,""24.774"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 17:00:00,""108"",""6.949"",""7.36"",NULL,NULL,""12.114"",""1.843"",NULL,""24.153"",""0.427"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 18:00:00,""121.07"",""10.167"",""5.51"",NULL,NULL,""10.26"",""0.906"",NULL,""24.458"",""0.573"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 19:00:00,""140.56"",""6.22"",""4.8"",NULL,NULL,""2.205"",""1.88"",NULL,""11"",""0.345"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 20:00:00,""141.6"",""1.61"",NULL,NULL,NULL,""10.686"",""3.117"",NULL,""8.759"",""0.42"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 21:00:00,""115.15"",""2.543"",""0.96"",NULL,NULL,""11.179"",""2.639"",NULL,""11.677"",""0.366"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 22:00:00,""98.38"",""1.864"",""1.28"",NULL,NULL,""10.68"",""2.331"",NULL,""11.493"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-23 23:00:00,""101.36"",""1.741"",""1.27"",NULL,NULL,""10.331"",""2.068"",NULL,""11.041"",""0.233"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 00:00:00,""78.91"",""0.554"",NULL,NULL,NULL,""13.551"",""14.105"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 01:00:00,""66.05"",""0.029"",NULL,NULL,NULL,""16.557"",""16.586"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 02:00:00,""63.4"",""0.051"",NULL,NULL,NULL,""17.111"",""17.162"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 03:00:00,""56.92"",""0.046"",NULL,NULL,NULL,""16.625"",""16.671"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 04:00:00,""60.39"",""0.032"",NULL,NULL,NULL,""17.255"",""17.287"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 05:00:00,""68.24"",""0.073"",NULL,NULL,NULL,""18.4"",""18.473"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 06:00:00,""86.09"",""0.444"",NULL,NULL,NULL,""14.323"",""14.767"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 07:00:00,""102.67"",""1.575"",NULL,NULL,NULL,""10.858"",""10.401"",NULL,NULL,""2.032"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 08:00:00,""97.4"",""2.418"",NULL,NULL,NULL,""11.351"",""11.652"",NULL,NULL,""2.117"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 09:00:00,""98.36"",""0.623"",NULL,NULL,NULL,""8.075"",""8.134"",NULL,NULL,""0.564"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 10:00:00,""98.16"",""2.24"",NULL,NULL,NULL,""7.875"",""9.809"",NULL,NULL,""0.306"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 11:00:00,""100.09"",""4.936"",NULL,NULL,NULL,""2.691"",""7.627"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 12:00:00,""106.38"",""5.643"",NULL,NULL,NULL,""2.952"",""8.595"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 13:00:00,""111"",""6.248"",NULL,NULL,NULL,""2.524"",""3.94"",NULL,""4.581"",""0.251"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 14:00:00,""110.89"",""4.556"",NULL,NULL,NULL,""3.345"",""7.65"",NULL,NULL,""0.251"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 15:00:00,""117.6"",""1.873"",NULL,NULL,NULL,""10.639"",""12.49"",NULL,NULL,""0.022"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 16:00:00,""116.26"",""1.819"",NULL,NULL,NULL,""8.03"",""9.836"",NULL,NULL,""0.013"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 17:00:00,""129.8"",""0.323"",NULL,NULL,NULL,""5.807"",""6.13"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 18:00:00,""138"",""0.023"",NULL,NULL,NULL,""2.836"",""2.306"",NULL,""0.543"",""0.01"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 19:00:00,""164.55"",""0.406"",NULL,NULL,NULL,""1.176"",""1.578"",NULL,NULL,""0.004"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 20:00:00,""161.66"",""8.529"",NULL,NULL,NULL,NULL,""1.556"",NULL,""2"",""4.973"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 21:00:00,""136.99"",""13.443"",NULL,NULL,NULL,""2.345"",""0.846"",NULL,""14.942"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 22:00:00,""138.64"",""2.013"",NULL,NULL,NULL,""2.189"",""0.778"",NULL,""3.424"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-24 23:00:00,""129.65"",NULL,NULL,NULL,NULL,""3.087"",""3.087"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 00:00:00,""92.06"",""28.135"",NULL,NULL,NULL,""3.61"",""0.01"",NULL,""31.667"",""0.068"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 01:00:00,""90.46"",""28.955"",NULL,NULL,NULL,""4.018"",NULL,NULL,""29.936"",""0.691"",NULL,NULL,NULL,NULL,NULL,""2.346"",NULL,NULL,NULL"
"2021-08-25 02:00:00,""88"",""16.385"",NULL,NULL,NULL,""2.885"",""0.4"",NULL,""14.315"",""2.209"",NULL,NULL,NULL,NULL,NULL,""2.346"",NULL,NULL,NULL"
"2021-08-25 03:00:00,""88"",""14.533"",NULL,NULL,NULL,""2.567"",""2.019"",NULL,""10.988"",""1.747"",NULL,NULL,NULL,NULL,NULL,""2.346"",NULL,NULL,NULL"
"2021-08-25 04:00:00,""88"",""19.739"",NULL,NULL,NULL,""3.816"",""3.836"",NULL,""19.684"",""0.035"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 05:00:00,""88"",""18.782"",NULL,NULL,NULL,""3.772"",""5.81"",NULL,""16.744"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 06:00:00,""100"",""16.865"",NULL,NULL,NULL,""8.867"",""0.73"",NULL,""25.002"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 07:00:00,""108.01"",""17.332"",NULL,NULL,NULL,""7.677"",NULL,NULL,""25.009"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 08:00:00,""115.12"",""26.8"",NULL,NULL,NULL,""2.989"",NULL,NULL,""29.677"",""0.017"",NULL,NULL,NULL,NULL,NULL,""0.095"",NULL,NULL,NULL"
"2021-08-25 09:00:00,""108"",""16.786"",NULL,NULL,NULL,""8.269"",NULL,NULL,""25.007"",NULL,NULL,NULL,NULL,NULL,NULL,""0.048"",NULL,NULL,NULL"
"2021-08-25 10:00:00,""106.3"",""23.971"",NULL,NULL,NULL,""3.166"",NULL,NULL,""27.137"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 11:00:00,""102.95"",""24.286"",NULL,NULL,NULL,""4.198"",NULL,NULL,""28.431"",""0.053"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 12:00:00,""109.23"",""20.761"",NULL,NULL,NULL,""6.371"",""0.019"",NULL,""27.05"",""0.063"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 13:00:00,""109.17"",""21.834"",NULL,NULL,NULL,""4.961"",NULL,NULL,""26.795"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 14:00:00,""107.51"",""13.551"",NULL,NULL,NULL,""11.901"",""0.45"",NULL,""25.002"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 15:00:00,""107.6"",""13.49"",NULL,NULL,NULL,""13.246"",""3.78"",NULL,""22.722"",""0.234"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 16:00:00,""108.01"",""16.554"",NULL,NULL,NULL,""9.089"",""0.634"",NULL,""25.009"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 17:00:00,""120.08"",""23.442"",NULL,NULL,NULL,""2.914"",NULL,NULL,""26.356"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 18:00:00,""132.23"",""24.136"",NULL,NULL,NULL,""1.307"",NULL,NULL,""21"",""0.643"",NULL,NULL,NULL,NULL,NULL,""3.8"",NULL,NULL,NULL"
"2021-08-25 19:00:00,""134.03"",""23.415"",NULL,NULL,NULL,""5.388"",NULL,NULL,""25.003"",NULL,NULL,NULL,NULL,NULL,NULL,""3.8"",NULL,NULL,NULL"
"2021-08-25 20:00:00,""133"",""28.166"",NULL,NULL,NULL,""4.206"",""0.001"",NULL,""25.011"",NULL,NULL,NULL,NULL,NULL,NULL,""7.36"",NULL,NULL,NULL"
"2021-08-25 21:00:00,""115.33"",""28.199"",NULL,NULL,NULL,""1.905"",""0.004"",NULL,""28.925"",""1.175"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 22:00:00,""107.09"",""15.366"",NULL,NULL,NULL,""9.404"",NULL,NULL,""24.77"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-25 23:00:00,""100.47"",""14.602"",NULL,NULL,NULL,""9.844"",""0.114"",NULL,""24.125"",""0.207"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 00:00:00,""89"",""0.489"",NULL,NULL,NULL,""10.504"",""5.412"",NULL,NULL,NULL,NULL,NULL,""5.581"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 01:00:00,""87.34"",""1.103"",NULL,NULL,NULL,""2.536"",""3.639"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 02:00:00,""86.23"",""0.07"",NULL,NULL,NULL,""6.455"",""6.525"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 03:00:00,""88.8"",""0.152"",NULL,NULL,NULL,""4.213"",""4.353"",NULL,NULL,""0.012"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 04:00:00,""89"",""0.051"",NULL,NULL,NULL,""6.306"",""6.122"",NULL,NULL,""0.001"",NULL,NULL,""0.234"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 05:00:00,""89"",""0.085"",NULL,NULL,NULL,""15.992"",""9.603"",NULL,NULL,NULL,NULL,NULL,""6.474"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 06:00:00,""90"",""0.06"",NULL,NULL,NULL,""32.363"",""8.136"",NULL,""24.287"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 07:00:00,""120"",""0.005"",NULL,NULL,NULL,""16.82"",""8.143"",NULL,NULL,NULL,NULL,NULL,""8.682"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 08:00:00,""136.57"",""2.656"",""0.62"",NULL,NULL,""0.728"",""2.322"",NULL,NULL,""1.682"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 09:00:00,""125.51"",""4.175"",NULL,NULL,NULL,""8.244"",""2.029"",NULL,NULL,""0.39"",NULL,NULL,""10"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 10:00:00,""124.21"",""4.783"",NULL,NULL,NULL,""10.782"",""5.104"",NULL,NULL,""0.461"",NULL,NULL,""10"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 11:00:00,""120"",""3.371"",NULL,NULL,NULL,""18.855"",""12.096"",NULL,NULL,""0.581"",NULL,NULL,""9.549"",NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 12:00:00,""118.98"",""0.765"",NULL,NULL,NULL,""18.161"",""17.932"",NULL,NULL,""0.994"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 13:00:00,""109.21"",""0.128"",NULL,NULL,NULL,""23.54"",""23.668"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 14:00:00,""101.38"",""0.191"",NULL,NULL,NULL,""36.16"",""36.351"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 15:00:00,""100.15"",""0.283"",NULL,NULL,NULL,""38.61"",""38.893"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 16:00:00,""97.2"",""0.29"",NULL,NULL,NULL,""44.107"",""44.397"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 17:00:00,""114.08"",""0.125"",NULL,NULL,NULL,""25.072"",""25.197"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 18:00:00,""117.75"",""1.963"",NULL,NULL,NULL,""14.062"",""16.025"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 19:00:00,""131.07"",NULL,NULL,NULL,NULL,""22.158"",""22.158"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
"2021-08-26 20:00:00,""131.27"",NULL,NULL,NULL,NULL,""18.241"",""18.241"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL"
